PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other_Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"LA_1664",1664,"LA","James","Ramsay",,"Mr_of_Priorletham",,,"Priorletham",0,"Involved_in_case_in_1649,","LEM","09_04_02_16:21:12","jhm","12_12_03_10:09:42"
"LA_1665",1665,"LA","Lawrence","Scott","fiar_of_Clerkington","Mr_of_Clerkington",,,"Clerkington",0,"Involved_in_cases_in_1629,_1632_and_1662.","LEM","09_04_02_16:21:47","jhm","12_12_03_15:30:14"
"LA_1666",1666,"LA","Thomas","Boyd",,"of_Temple",,,"Temple",0,"Involved_in_case_in_1649.","LEM","09_04_02_16:26:14","jhm","11_18_03_10:38:22"
"LA_1667",1667,"LA","William","Ramsay",,"of_Hillhead",,,"Hillhead",0,"Involved_in_case_in_1649.","LEM","09_04_02_16:26:28","jhm","12_12_03_10:20:38"
"LA_1668",1668,"LA","Alexander","Ramsay",,,,"bailie","Carrington",0,"Involved_in_cases_in_1649.","LEM","09_04_02_16:26:55","jhm","12_12_03_09:57:11"
"LA_1669",1669,"LA","William","Cuningham",,,,,"Carrington",0,"Involved_in_case_in_1649.","LEM","09_04_02_16:27:24","jhm","11_20_03_14:13:53"
"LA_167",167,"LA","Colin","MacKenzie",,"of_Kintail",,,"Kintail",0,"Brother_of_Rory,_LA_168._Involved_in_cases_in_1578,_1584,_1589-90.","LEM","06_20_01_12:08:37","jhm","12_02_03_10:59:19"
"LA_1670",1670,"LA","John","Pringle",,"of_Cockleferry",,,"Cockleferry",0,"Involved_in_case_in_1649.","LEM","09_04_02_16:32:05","jhm","12_05_03_16:17:54"
"LA_1671",1671,"LA","James","Pringle",,"of_Heriot_Milne",,,"Heriot_Milne",0,"Involved_in_case_in_1649.","LEM","09_04_02_16:32:43","jhm","12_05_03_16:15:57"
"LA_1672",1672,"LA","James","Pringle",,"of_Haltree",,,"Haltree",0,"Involved_in_case_in_1649.","LEM","09_04_02_16:33:16","jhm","12_05_03_16:16:34"
"LA_1673",1673,"LA","Thomas","Adinston",,"of_Kirkat",,,,0,"Involved_in_case_in_1649.","LEM","09_04_02_16:33:40","jhm","11_12_03_14:16:09"
"LA_1674",1674,"LA","James","Boyd",,"of_Temple",,,"Temple",0,"Involved_in_cases_in_1649.","LEM","09_04_02_16:57:08","jhm","11_18_03_10:37:39"
"LA_1675",1675,"LA","Robert","Baxter",,,,"bailie","Clerkington",0,"Involved_in_1649.","LEM","09_04_02_16:58:42","jhm","11_12_03_15:45:27"
"LA_1676",1676,"LA","George","Ronaldson",,,,,"Braidwood",0,"Involved_in_cases_in_1649.","LEM","09_04_02_16:59:01","jhm","12_12_03_11:53:53"
"LA_1677",1677,"LA","Robert","Fergushill",,"of_that_Ilk",,,,0,"Involved_in_case_in_1650.","LEM","09_05_02_10:15:39","jhm","11_25_03_10:09:07"
"LA_1678",1678,"LA","Hugh","Campbell",,"elder_of_Doucathall",,,"Doucathall",0,"Involved_in_case_in_1650.","LEM","09_05_02_10:15:55","jhm","01_07_04_10:48:44"
"LA_1679",1679,"LA","Alexander","Cuningham",,"of_Corsehill",,,"Corsehill",0,"Involved_in_case_in_1650.","LEM","09_05_02_10:16:35","jhm","11_20_03_14:23:07"
"LA_168",168,"LA","Rory","McKenzie",,,,,"Kintail",0,"Brother_of_Colin_LA_167._Involved_in_cases_in_1584,_1589-90.","LEM","06_20_01_12:09:06","jhm","01_22_04_11:37:05"
"LA_1680",1680,"LA","Thomas","Niven",,"elder_of_Munkerdin",,,"Munkerdin",0,"Involved_in_case_in_1650._Name_spelt_Neving_Niving._Related_to_LA_1681.","LEM","09_05_02_10:16:46","jhm","12_05_03_12:37:01"
"LA_1681",1681,"LA","Thomas","Niven",,"younger_of_Munkerdin",,,"Munkerdin",0,"Involved_in_case_in_1650._Name_spelt_Neving_Niving._Related_to_LA_1680.","LEM","09_05_02_10:17:05","jhm","01_22_04_11:59:58"
"LA_1682",1682,"LA","Claud","Hamilton","indweller","Mr",,,"Kilwinning",0,"Involved_in_case_in_1629-30.","LEM","09_05_02_10:18:27","jhm","11_27_03_12:23:23"
"LA_1683",1683,"LA","James","Sydserff",,"of_Ruchlaw",,,"Ruchlaw",0,"Involved_in_cases_in_1649._Probably_related_to_William_Sydserff_LA_26.","LEM","09_05_02_10:22:40","jhm","12_17_03_10:30:39"
"LA_1684",1684,"LA","George","Wood",,,,,"Newmilne",0,"Involved_in_cases_in_1649.","LEM","09_05_02_10:23:15","jhm","12_18_03_16:16:14"
"LA_1685",1685,"LA","John","Johnston",,,,,"Popill",0,"Involved_in_cases_in_1649.","LEM","09_05_02_10:24:02","jhm","12_01_03_14:12:19"
"LA_1686",1686,"LA","Patrick","Whytlaw",,"of_that_Ilk",,,,0,"Involved_in_cases_in_1649.","LEM","09_05_02_10:24:26","jhm","12_18_03_15:23:41"
"LA_1687",1687,"LA","Richard","Douglas",,"portioner_of_Linton",,,"Linton",0,"Involved_in_case_in_1649._?same_as_Robert_Douglas_portioner_of_Linton_involved_in_several_cases_in_1649.","LEM","09_05_02_10:49:02","jhm","11_20_03_15:26:30"
"LA_1688",1688,"LA","James","Douglas",,"of_Cowkthrapple",,,"Cowkthrapple",0,"Involved_in_case_in_1649.","LEM","09_05_02_10:49:37","jhm","01_22_04_16:07:01"
"LA_1689",1689,"LA","Alexander","Spittal",,"the_younger",,,,0,"Involved_in_case_in_1649.","LEM","09_05_02_10:50:28","jhm","12_15_03_12:17:59"
"LA_169",169,"LA","John","MacKenzie",,,,,"Gairloch",0,"Involved_in_cases_in_1584,_1589-90.","LEM","06_20_01_12:09:44","jhm","12_02_03_11:05:58"
"LA_1690",1690,"LA","William","Lowes",,,,,"Peebles",0,"Involved_with_case_in_1649._Not_the_same_as_JO_481_as_involved_with_same_case.","LEM","09_05_02_10:51:06","jhm","01_22_04_11:18:12"
"LA_1691",1691,"LA","Thomas","Leishman",,,,"bailie","Leith",0,"Involved_in_case_in_1649.","LEM","09_05_02_10:54:02","jhm","12_01_03_15:37:52"
"LA_1692",1692,"LA","Gilbert","Muir",,,,"bailie","Leith",0,"Involved_in_case_in_1699.","LEM","09_05_02_10:54:26","jhm","12_05_03_11:11:15"
"LA_1693",1693,"LA","George","Elphinstome",,"of_Delnies",,,"Delnies",0,"Involved_in_case_in_1649.","LEM","09_05_02_10:54:47","jhm","01_07_04_11:59:31"
"LA_1694",1694,"LA","Andrew","Haitley",,"of_Sneip",,,"Sneip",0,"Involved_in_case_in_1649._No_idea_where_Sneip_is_was_but_probably_in_Berwickshire._Not_the_same_as_Andrew_Haitlie_LA_1697.","LEM","09_05_02_11:03:36","jhm","01_09_04_12:06:36"
"LA_1695",1695,"LA","John","Brown",,"elder,_portioner_of_Smailholm",,,"Smailholm",0,"Involved_in_case_in_1649.","LEM","09_05_02_11:04:03","jhm","12_19_03_14:45:59"
"LA_1696",1696,"LA","Thomas","Baillie",,,,,"Mellerstain",0,"Mellerstain._Involved_in_case_in_1629.","LEM","09_05_02_11:04:32","jhm","01_22_04_16:11:18"
"LA_1697",1697,"LA","Andrew","Haitlie",,,,,"Pharis",0,"No_idea_where_this_is_was._Somewhere_in_Berwickshire._Not_the_same_as_Andrew_Haitley_LA_1694._Involved_in_case_in_1649.","LEM","09_05_02_11:05:02","jhm","11_27_03_11:56:55"
"LA_1698",1698,"LA","Thomas","Cranstoun",,,,,"Haitliewoode",0,"Involved_in_case_in_1649.","LEM","09_05_02_11:05:24","jhm","11_20_03_13:47:17"
"LA_1699",1699,"LA","James","Home",,"of_Hardismilne",,,"Hardismilne",0,"Involved_in_case_in_1649.","LEM","09_05_02_11:05:45","jhm","11_27_03_16:42:35"
"LA_17",17,"LA","David","Prymrois",,"Mr","advocate",,"Edinburgh",0,"Involved_in_cases_and_trials_in_1628-9,_1632_and_1639._Name_might_also_be_spelled_Primrose.","LEM","05_17_01_10:28:01","jhm","01_22_04_12:18:36"
"LA_170",170,"LA","Alexander","Bain",,,,,"Tulloch",0,"Involved_in_1584_and_1589.","LEM","06_20_01_12:10:07","jhm","11_12_03_15:35:49"
"LA_1700",1700,"LA","Patrick","Scott",,"of_Thirlestane",,,"Thirlestane",0,"Involved_in_cases_in_1649.","LEM","09_05_02_11:12:13","jhm","12_12_03_15:03:35"
"LA_1701",1701,"LA","John","Rutherford",,,,"provost","Jedburgh",0,"Involved_in_cases_in_1649._Possibly_the_same_as_LA_1706.","LEM","09_05_02_11:13:01","jhm","12_12_03_14:16:33"
"LA_1702",1702,"LA","John","Brown",,"Mr",,"bailie","Jedburgh",0,"Involved_in_cases_in_1649.","LEM","09_05_02_11:13:40","jhm","12_19_03_14:46:08"
"LA_1703",1703,"LA","Robert","Rutherford",,,,"bailie","Jedburgh",0,"Involved_in_cases_in_1649.","LEM","09_05_02_11:14:14","jhm","12_12_03_14:17:01"
"LA_1704",1704,"LA","George","Moscrop",,,,"bailie","Jedburgh",0,"Involved_in_cases_in_1649.","LEM","09_05_02_11:14:36","jhm","12_02_03_12:57:08"
"LA_1705",1705,"LA","Harry","Cranstoun",,,,,,0,"Involved_in_cases_in_1649._Uncle_to_Lord_Cranstoun.","LEM","09_05_02_11:50:43","jhm","11_20_03_13:43:32"
"LA_1706",1706,"LA","John","Rutherford",,"of_Redhaugh",,,"Redhaugh",0,"Involved_in_cases_in_1649._Possibly_the_same_as_LA_1701.","LEM","09_05_02_11:51:23","jhm","12_12_03_14:16:26"
"LA_1707",1707,"LA","Walter","Riddell","portioner_of_Bealie","of_Bealie",,,"Bealie",0,"Involved_in_cases_in_1649.","LEM","09_05_02_11:51:48","jhm","12_12_03_11:29:49"
"LA_1708",1708,"LA","Alexander","Hunter",,"of_Wrangholme",,,"Wrangholme",0,"Involved_in_cases_in_1649.","LEM","09_05_02_11:52:05","jhm","12_01_03_10:04:39"
"LA_1709",1709,"LA","William","Bell",,"of_Ratcleuch",,,"Ratcleuch,_Roxburgh",0,"Involved_in_cases_in_1649.","LEM","09_05_02_11:52:26","jhm","11_18_03_09:40:19"
"LA_171",171,"LA","Angus","MacIntosh",,,,,"Termitt",0,"Involved_in_cases_in_1584,_1585_and_1590.","LEM","06_20_01_12:10:30","jhm","12_02_03_10:48:42"
"LA_1710",1710,"LA","Thomas","Smith",,,,,"Inveresk",0,"Involved_in_case_in_1649._May_be_the_same_or_related_to_Thomas_Smith_?from_Musselburgh_(JO_1453)_who_was_involved_in_cases_in_1661_and_?also_Thomas_Snaith_(LA_1607)_from_Inveresk_who_was_also_involved_with_cases_in_1649.","LEM","09_05_02_12:03:54","jhm","12_15_03_12:05:45"
"LA_1711",1711,"LA","Robert","Ker",,,,"Sheriff_of_Roxburgh","Roxburgh",0,"Involved_in_case_in_1632.","LEM","09_05_02_13:39:36","jhm","12_01_03_14:42:27"
"LA_1712",1712,"LA","William","Douglas",,"of_Bonjedburgh",,,"Jedburgh",0,"Involved_in_case_in_1632.","LEM","09_05_02_13:40:25","jhm","11_20_03_15:31:40"
"LA_1713",1713,"LA","Alexander","Menzies",,"of_Weem",,,"Weem",0,"Involved_in_case_in_1632.","LEM","09_05_02_13:47:47","jhm","12_02_03_11:43:43"
"LA_1714",1714,"LA","William","Stewart",,"Sir_of_Grandtully",,,"Grandtully",0,"Involved_in_case_in_1632.","LEM","09_05_02_13:51:22","jhm","12_15_03_15:03:49"
"LA_1715",1715,"LA","Robert","Stewart",,"of_Balliachan",,,"Balliachan",0,"Involved_in_case_in_1632._No_idea_where_Balliachan_is_was.","LEM","09_05_02_13:51:56","jhm","01_22_04_14:07:52"
"LA_1716",1716,"LA","James","Stewart",,"Mr_of_Ladywell",,"commissary_of_Dunkeld","Ladywell",0,"Involved_in_cases_in_1632.","LEM","09_05_02_13:52:36","jhm","01_22_04_14:05:59"
"LA_1717",1717,"LA","William","Livingston",,"of_Kilsyth",,,"Kilsyth",0,"Involved_in_case_in_1633._Possibly_the_same_as_LA_77.","LEM","09_05_02_14:14:36","jhm","12_01_03_16:12:36"
"LA_1718",1718,"LA","Robert","Bruce",,"Sir,_of_Clackmannan",,,"Clackmannan",0,"Involved_in_case_in_1633._May_be_the_same_as_or_related_to_Laird_of_Clackmannan_JO_1287.","LEM","09_05_02_14:26:12","jhm","12_19_03_14:04:24"
"LA_1719",1719,"LA","Robert","Innes",,"of_Ensquone",,,"Ensquone",0,"Involved_in_cases_in_1633.","LEM","09_05_02_14:31:17","jhm","01_22_04_10:03:33"
"LA_172",172,"LA","James","Glass",,,,,"Gask",0,"Involved_in_cases_in_1584,_1589_and_1590.","LEM","06_20_01_12:10:49","jhm","11_25_03_12:37:13"
"LA_1720",1720,"LA","John","Nicolson",,,,"bailie","Chanonry_(Fortrose)",0,"Involved_in_cases_in_1633.","LEM","09_05_02_14:31:49","jhm","12_05_03_12:17:36"
"LA_1721",1721,"LA","Alexander","Hird",,,,"bailie","Chanonry",0,"Involved_in_cases_in_1633.","LEM","09_05_02_14:32:26","jhm","11_27_03_15:51:27"
"LA_1722",1722,"LA","Ronald","Bain",,,,"provost","Dingwall",0,"Involved_in_1633_and_1636.","LEM","09_05_02_14:32:48","jhm","11_12_03_15:50:11"
"LA_1723",1723,"LA","John","Kaird",,,,"bailie","Dingwall",0,"Involved_in_cases_in_1633.","LEM","09_05_02_14:33:10","jhm","12_01_03_14:15:51"
"LA_1724",1724,"LA","Ronald","Bain",,"of_Balfries",,,"Balfries",0,"?Balfries_-_in_Ross_area._Involved_in_1633","LEM","09_05_02_14:33:28","jhm","11_12_03_15:50:53"
"LA_1726",1726,"LA","James","Sinclair",,"Sir_the_elder_of_Murkle",,"Sheriff_Principal_of_Caithness","Murkle",0,"Involved_in_cases_in_1626,_1633_and_1635.","LEM","09_05_02_14:58:03","jhm","12_15_03_10:48:17"
"LA_1727",1727,"LA","William","Innes",,,,"Sheriff_Depute",,0,"Involved_in_cases_in_1633.","LEM","09_05_02_14:58:54","jhm","12_01_03_10:53:01"
"LA_1728",1728,"LA","Angus","MacKay",,"of_Bighouse",,,"Bighouse",0,"Involved_in_cases_in_1633.","LEM","09_05_02_14:59:26","jhm","01_22_04_13:28:05"
"LA_173",173,"LA","William","Cuthbert",,,,,"Inverness",0,"Involved_in_cases_in_1584,_1589_and_1590.","LEM","06_20_01_12:11:10","jhm","11_20_03_14:31:28"
"LA_1730",1730,"LA","John","Sinclair",,"Mr_of_Ulbster",,,"Ulbster",0,"Involved_in_cases_in_1633.","LEM","09_05_02_15:00:01","jhm","01_22_04_13:58:06"
"LA_1731",1731,"LA","John","Cuningham",,,,,"Lowiskand?",0,"Involved_in_cases_in_1633.","LEM","09_05_02_15:00:29","jhm","11_20_03_14:13:25"
"LA_1732",1732,"LA","John","Innes",,"of_Thursetter",,,"Thursetter",0,"Involved_in_cases_in_1633.","LEM","09_05_02_15:00:53","jhm","12_01_03_10:50:20"
"LA_1733",1733,"LA","John","Sutherland",,"Earl_of_Sutherland",,,,0,"Involved_in_case_in_1633.","LEM","09_05_02_15:15:28","jhm","12_19_03_12:32:20"
"LA_1734",1734,"LA","Alexander","Gordon",,"of_Golspie_Tower",,,"Golspie_Tower",0,"Involved_in_cases_in_1633-4.","LEM","09_05_02_15:16:00","jhm","01_22_04_16:07:45"
"LA_1735",1735,"LA","Robert","Murray",,"of_Spainyedaill",,,,0,"In_c_la_3315_written_as_Stranziedaill_-_no_idea_where_this_was_but_?somewhere_in_Caithness_area._Involved_in_cases_in_1633-4.","LEM","09_05_02_15:16:26","jhm","12_05_03_10:48:35"
"LA_1736",1736,"LA","Alexander","Sutherland",,"of_Gormsavie",,,"Gormsarvie",0,"Involved_in_case_in_1633._May_be_the_same_as_or_related_to_other_Alexander_Sutherlands_(LA_1741,_LA_1745_and_LA_415)._Probably_from_Caithness.","LEM","09_05_02_15:17:58","jhm","12_17_03_10:21:04"
"LA_1737",1737,"LA","George","Hamilton",,"of_Blackburn",,,"Blackburn",0,"Involved_in_cases_in_1630_and_1633.","LEM","09_05_02_15:22:16","jhm","11_27_03_12:25:01"
"LA_1738",1738,"LA","Patrick","Home",,"of_Westerston",,,"Westerston",0,"Involved_in_cases_in_1633-4._Possibly_the_same_as_LA_151.","LEM","09_05_02_15:31:06","jhm","11_27_03_16:36:24"
"LA_1739",1739,"LA","Alexander","Smyland",,"of_Camsalbie",,,"Camsalbie",0,"Involved_in_case_in_1634.","LEM","09_06_02_15:08:52","jhm","01_22_04_14:02:17"
"LA_174",174,"LA","Hector","Munro",,"Mr_of_Foulis",,,"Foulis",0,"Stepson_to_Lady_Foulis,_Katherine_Ross._Involved_in_case_in_1590.","LEM","06_20_01_12:40:18","jhm","01_22_04_11:51:22"
"LA_1740",1740,"LA","Robert","Gray",,"of_Skibo",,,"Skibo",0,"Involved_in_cases_in_1634_and_1643.","LEM","09_06_02_15:12:47","jhm","11_27_03_10:47:37"
"LA_1741",1741,"LA","Alexander","Sutherland",,,,,"Campsby",0,"Involved_in_cases_in_1634._Probably_from_Caithness_and_may_be_the_same_as_or_related_to_the_other_Alexander_Sutherlands_(LA_1736,_LA_1745_and_LA_415).","LEM","09_06_02_15:14:20","jhm","12_17_03_10:19:40"
"LA_1742",1742,"LA","William","James",,"of_Handsale",,"Sheriff_Depute","Handsale",0,"Involved_in_cases_in_1635_and_1636.","LEM","09_09_02_10:46:29","jhm","01_22_04_10:17:38"
"LA_1743",1743,"LA","John","James",,"of_Thursetter",,,"Thursetter",0,"Involved_in_cases_in_1635.","LEM","09_09_02_10:46:54","jhm","12_01_03_13:55:18"
"LA_1744",1744,"LA","Alexander","Cogill",,"of_that_Ilk",,,,0,"Involved_in_cases_in_1635.","LEM","09_09_02_10:47:18","jhm","11_20_03_12:13:50"
"LA_1745",1745,"LA","Alexander","Sutherland",,"of_Frenche",,,"Frenche",0,"Involved_in_cases_in_1635._Probably_from_Caithness_and_may_be_the_same_as_or_related_to_the_other_Alexander_Sutherlands_(LA_1736._LA_1541_and_LA_415).","LEM","09_09_02_10:47:55","jhm","12_17_03_10:22:16"
"LA_1746",1746,"LA","Hucheon","Rose",,"of_Kilravock",,"dempster_of_the_court","Kilravock",0,"Is_this_the_Hugo_Rose_of_Kilravock,_commissioner_in_1577?_Involved_in_cases_and_trial_in_1578,_1590_and_1630._It_is_likely_given_the_date_range_that_there_were_two_different_Hucheon_or_Hugo_Rose_-_the_later_one_may_be_a_son.","LEM","09_09_02_10:59:49","jhm","01_22_04_13:31:55"
"LA_1747",1747,"LA","John","MacKay",,"of_Burrell",,,"Burrell",0,"Involved_in_cases_in_1631_and_1636.","LEM","09_09_02_11:17:20","jhm","12_02_03_11:11:19"
"LA_1748",1748,"LA","John","Innes",,"of_Sandside",,,"Reay,_Caithness",0,"Son_to_William_Innes_LA_608._Involved_in_cases_in_1631_and_1636.","LEM","09_09_02_11:18:23","jhm","01_22_04_10:03:10"
"LA_1749",1749,"LA","David","Munro",,,,"Commisar_of_Caithness","Caithness",0,"Involved_in_cases_in_1631_and_1636.","LEM","09_09_02_11:19:01","jhm","12_05_03_10:04:57"
"LA_175",175,"LA","John","Cockburn",,"Sir_of_Ormiston",,"Justice_Clerk","Ormiston",0,"Involved_in_case_in_1591.","LEM","06_20_01_13:41:54","jhm","11_20_03_11:59:09"
"LA_1750",1750,"LA","James","Nicolson",,"Sir_of_Cockburnspath",,,"Cockburnspath",0,"Spetl_Kyllbrandspeth_in_documents._Involved_in_cases_in_1636,","LEM","09_09_02_11:49:19","jhm","12_05_03_12:15:37"
"LA_1751",1751,"LA","Andrew","White",,"of_Markill",,,"Markill",0,"Involved_in_cases_in_1636._Spelt_as_Quhyte_in_records._?related_to_William_White_of_Markill_LA_1561.","LEM","09_09_02_11:50:18","jhm","12_12_03_09:45:30"
"LA_1752",1752,"LA","John","Munro",,"of_Linlaw",,,"Linlaw",0,"Involved_in_cases_in_1636-7.","LEM","09_09_02_12:07:33","jhm","01_22_04_11:49:34"
"LA_1753",1753,"LA","Robert","Munro",,"of_Teamewar",,,"Teamewar",0,"Involved_in_case_in_1636.","LEM","09_09_02_12:08:08","jhm","01_22_04_11:49:46"
"LA_1754",1754,"LA","Robert","Gray",,"portioner_of_Swordell",,,,0,"Involved_in_case_in_1636._?Swordle.","LEM","09_09_02_12:08:31","jhm","11_27_03_10:51:08"
"LA_1757",1757,"LA",,"Sinclair",,"of_Scrabster",,,"Scrabster",0,"Involved_in_case_in_1636.","LEM","09_09_02_12:14:34","jhm","12_15_03_10:50:36"
"LA_1758",1758,"LA","Hugh","Ross",,"of_Towne",,,"Towne",0,"Involved_in_case_in_1637.","LEM","09_09_02_12:30:00","jhm","12_12_03_12:09:51"
"LA_1759",1759,"LA","Walter","Ross",,"of_Mainshe",,,"Mainshe",0,"Involved_in_case_in_1637._This_might_be_Mainshiel.","LEM","09_09_02_12:30:14","jhm","01_22_04_13:34:09"
"LA_176",176,"LA","David","MacGill",,"Mr","advocate",,"Nisbet",0,"Involved_in_cases_in_1586,_1590-1,_1593,_1614_and_1628-9.","LEM","06_20_01_13:43:24","jhm","12_02_03_10:42:40"
"LA_1760",1760,"LA","Andrew","MacCulloch",,,,"burgess","Tain",0,"Involved_in_case_in_1637.","LEM","09_09_02_12:30:29","jhm","12_02_03_09:18:27"
"LA_1761",1761,"LA","Duncan","Forbes",,"of_Culloden",,,"Culloden",0,"Involved_in_cases_in_1637.","LEM","09_09_02_12:32:54","jhm","11_25_03_11:37:00"
"LA_1762",1762,"LA","Duncan","Bain",,"of_Logie",,,"Logie",0,"Involved_in_1637.","LEM","09_09_02_12:33:11","jhm","11_12_03_15:46:33"
"LA_1763",1763,"LA","James","Campbell",,,,"Commisar_of_Inverness","Inverness",0,"Involved_in_case_in_1637.","LEM","09_09_02_12:33:40","jhm","11_20_03_10:32:07"
"LA_1764",1764,"LA","William","Cockburn",,"Sir_of_Langton",,,"Langton",0,"Involved_in_case_in_1642._Not_the_same_as_LA_138.","LEM","09_09_02_12:37:26","jhm","11_20_03_12:06:59"
"LA_1765",1765,"LA","Edward","Farquhar",,,,"bailie",,0,"Involved_in_case_in_1628.","LEM","09_10_02_12:38:25","jhm","11_25_03_10:07:28"
"LA_1768",1768,"LA",,,,"Laird_of_Suddie",,,,0,"Does_not_appear_to_have_been_linked_to_any_cases_trials._No_further_information_obtained_and_I_cannot_find_any_reference_to_Suddie_anywhere.","LEM","11_06_02_10:50:19","jhm","12_19_03_13:39:50"
"LA_1769",1769,"LA","James","Ogilvie",,"Lord_Ogilvy_of_Airlie",,,"Airlie",0,"Involved_in_cases_in_1568.","LEM","11_08_02_12:19:02","jhm","01_22_04_12:02:17"
"LA_177",177,"LA","Robert","Bruce",,"Mr.","minister",,"Edinburgh",0,"A_very_prominent_minister_at_St._Giles,_he_was_moderator_of_the_Assembly_of_6_Feb._1588,_and_was_appointed_an_extraordinary_Privy_Councillor_by_James_VI.__See_Fasti_pp._54._Involved_in_cases_in_1591_and_1596.","LEM","06_20_01_13:44:05","jhm","11_18_03_12:50:14"
"LA_1770",1770,"LA","John","Erskine",,"of_Dun",,,"Forfar",0,"Born_c._1508._Early_Protestand_reformer_and_an_imp_figure_in_national_politics._Died_in_1591._His_son_(JO_1268),_grandson_(LA_238)_and_greatgrandson_(LA_1518)._Later_on_members_of_his_family_were_themselves_accused_of_witchcraft_and_poisoning._Involved_in_cases_in_1568.","LEM","11_08_02_12:19:43","jhm","11_20_03_16:53:47"
"LA_1771",1771,"LA","David","Graham","knight","of_Fintry",,,"Fintry",0,"Involved_in_cases_in_1568.","LEM","11_08_02_12:20:07","jhm","11_27_03_09:44:39"
"LA_1772",1772,"LA",,"Haliburton",,"of_Petcur",,,,0,"?Pettycur_in_Fife_although_involved_in_cases_from_Forfar_area._Involved_in_1568.","LEM","11_08_02_12:20:41","jhm","11_27_03_12:09:36"
"LA_1773",1773,"LA","John","Ogilvie","knight","of_Inverquharity",,,"Inverquharity",0,"Involved_in_case_in_1568.","LEM","11_08_02_12:21:11","jhm","12_05_03_13:58:23"
"LA_1774",1774,"LA","David","Pearson",,,,"bailie","Arbroath",0,"Involved_in_cases_in_1568.","LEM","11_08_02_12:21:46","jhm","01_22_04_12:08:18"
"LA_1775",1775,"LA","Johnne","Hailis",,,,"bailie","Arbroath",0,"Involved_in_cases_in_1568.","LEM","11_08_02_12:22:21","jhm","11_27_03_11:45:20"
"LA_178",178,"LA","John","Duncunson",,"Mr","minister",,"Stirling",0,"Minister_at_Stirling_Holy_Rude_East_from_1560-1572,_died_1601._Involved_in_case_in_1591.","LEM","06_20_01_13:44:35","jhm","11_20_03_16:13:17"
"LA_179",179,"LA","William","Little",,,,"Provost_of_Edinburgh","Edinburgh",0,"Involved_in_case_in_1591.","LEM","06_20_01_13:44:56","jhm","12_01_03_16:08:39"
"LA_18",18,"LA","Laurence","MacGill",,"Mr","advocate",,,0,"Involved_in_trials_in_1629_and_1634.","LEM","05_17_01_10:28:42","jhm","12_02_03_10:45:57"
"LA_180",180,"LA","John","Arnott",,,,"burgess","Edinburgh",0,"Involved_in_case_in_1591.","LEM","06_20_01_13:45:25","jhm","11_12_03_15:03:23"
"LA_182",182,"LA","James","Bellenden",,"younger_of_Pittendreich",,,"Pittendreich",0,"Involved_in_case_in_1598.","LEM","06_20_01_15:53:04","jhm","12_19_03_14:37:36"
"LA_183",183,"LA","John","Simpson",,,,"bailie","Burntisland",0,"Involved_in_cases_in_1597.","LEM","06_20_01_16:05:11","jhm","12_15_03_10:16:42"
"LA_184",184,"LA","William",,,,,"bailie","Burntisland",0,"Involved_in_cases_in_1597.","LEM","06_20_01_16:05:50","jhm","01_22_04_14:16:03"
"LA_185",185,"LA","John","Athole",,"Earl_of_Atholl",,,,0,"He_was_declared_a_rebel_for_refusing_to_bring_Agnes_MaCaw_and_Bessie_Ireland_to_Edinburgh_for_questioning._Involved_in_cases_in_1598.","LEM","06_20_01_16:26:47","jhm","11_20_03_16:24:05"
"LA_186",186,"LA","Marie","Ruthven",,"Dame",,,,0,"She_was_declared_a_rebel_for_refusing_to_bring_Agnes_MaCaw_and_Bessie_Ireland_to_Edinburgh_for_questioning._Involved_in_cases_in_1598.","LEM","06_20_01_16:27:37","jhm","12_12_03_14:32:36"
"LA_187",187,"LA","Margaret","Stewart","relict_to_William_Marshall",,,,"Dunkeld",0,"Involved_in_cases_in_1598.","LEM","06_20_01_16:29:33","jhm","12_15_03_14:34:22"
"LA_188",188,"LA","Isobel","Douglas","spouse_to_Robert_Boyd",,,,"Dunkeld",0,"Involved_in_cases_in_1598.","LEM","06_20_01_16:30:15","jhm","01_07_04_11:43:28"
"LA_189",189,"LA",,"Marshall",,,,,"Dunkeld",0,"Son_to_Margaret_Stewart._Involved_in_case_in_1598._Also_spelt_Merschell.","LEM","06_25_01_10:27:37","jhm","12_02_03_11:49:43"
"LA_190",190,"LA","Robert","Boyd",,,,,"Dunkeld",0,"Husband_to_Issobel_Douglas._Involved_in_cases_in_1598.","LEM","06_25_01_10:28:21","jhm","11_18_03_10:37:59"
"LA_191",191,"LA","Colin","Eviot",,"of_Balhousie",,,"Balhousie",0,"Involved_in_case_in_1602.","LEM","06_25_01_12:24:14","jhm","11_20_03_16:56:45"
"LA_192",192,"LA","John","Wallace",,"of_Craigie",,"bailie_of_Kyle","Craigie",0,"Involved_in_case_in_1605._?related_to_Sir_Hugh_Wallace_of_Craigie_LA_591_and_Sir_John_Wallace_of_Craigie_LA_818.","LEM","06_25_01_13:03:50","jhm","12_18_03_14:40:45"
"LA_193",193,"LA","William","Cuningham",,"Baron",,,"of_Caprington",0,"Involved_in_case_in_1605._May_be_related_to_LA_624_described_as_'of_Caprington'_in_1630_or_may_be_the_same_person?","LEM","06_25_01_13:04:46","jhm","11_20_03_14:29:38"
