ReferenceRef,RefSystemID,ReferenceID,CaseRef,SourceRef,Reference,KirkSession,Presbytery,BurghCourt,Confession,DraftDittay,Comm_CourtMin,Just_CourtMin,Circuit_CourtMin,Dittay,Pleadings,WitDep,WitStatement,CommJust,PrivyCouncil,Parliament,Estates,Royal,CommText,Verdict,Sentence,Chronicle,Financial,Other,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"R_LA_2646","LA",2646,"C_LA_2657","RPC","2nd_S,_v1_p._469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05_30_01_16:04:48","LEM","07_18_01_14:46:20"
"R_LA_2647","LA",2647,"C_LA_2658","RPC","2nd_S,_v1_p._469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05_30_01_16:06:45","LEM","07_18_01_14:49:09"
"R_LA_2648","LA",2648,"C_LA_2659","RPC","2nd_S,_v1_p._469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05_30_01_16:08:34","LEM","07_18_01_14:49:33"
"R_LA_2649","LA",2649,"C_EGD_905","RPC","v12,_p._580",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_07_01_15:48:23","LEM","06_07_01_15:48:54"
"R_LA_2650","LA",2650,"C_LA_2660","RPC","v12,_p._580",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_07_01_16:07:49","LEM","06_07_01_16:08:12"
"R_LA_2651","LA",2651,"C_EGD_156","RPC","v12,_p._651",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"A_note_that_she_would_be_prosecuted_'befoir_the_Justice'_on_20_march_1622'","LEM","06_07_01_16:11:35","LEM","06_07_01_16:13:01"
"R_LA_2652","LA",2652,"C_EGD_156","Fasti","v3,_p._378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Information_about_Archibald_Glen,_minister_at_Carmunnock_supposedly_killed_by_Wallace,_and_his_nephew.","LEM","06_08_01_10:33:00","LEM","06_08_01_10:35:04"
"R_LA_2655","LA",2655,"C_EGD_160","RPC","2nd_S_v3,_p._4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"Order_for_central_justiciary_trial","LEM","06_12_01_10:46:11","LEM","06_12_01_10:46:50"
"R_LA_2656","LA",2656,"C_EGD_1094","RPC","2nd_S_v3,_p._104",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"commission_of_investigation","LEM","06_12_01_10:54:23","LEM","06_12_01_10:54:55"
"R_LA_2657","LA",2657,"C_EGD_1094","Books_of_Adjournal","JC2_6_fo._292r-293v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also_found_in_the_High_Court_Record_Index,_no._1_for_3_7_1629.","LEM","06_12_01_12:51:56","LEM","08_29_02_12:19:32"
"R_LA_2658","LA",2658,"C_EGD_1094","RPC","2nd_S_v3_p._27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint_re_prison",,"LEM","06_12_01_13:12:33","LEM","06_12_01_13:13:21"
"R_LA_2659","LA",2659,"C_EGD_1094","RPC","2nd_S_v3,_p._211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"warrant_for_execution",,"LEM","06_12_01_13:14:40","LEM","06_12_01_13:15:06"
"R_LA_2660","LA",2660,"C_EGD_162","RPC","2nd_S_v3_p._206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"commission_of_arrest",,"LEM","06_12_01_15:17:56","LEM","06_12_01_15:18:31"
"R_LA_2661","LA",2661,"C_EGD_162","RPC","2nd_S_v3_p._278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint_by_husband","ordered_to_hold_the_trial.","LEM","06_12_01_15:18:33","LEM","06_12_01_15:26:37"
"R_LA_2662","LA",2662,"C_EGD_162","RPC","2nd_S_v3,_p._290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_12_01_15:26:40","LEM","06_12_01_15:27:23"
"R_LA_2663","LA",2663,"C_EGD_162","RPC","2nd_S_v3,_p._293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"appointing_of_assessors_to_her_trial",,"LEM","06_12_01_15:48:56","LEM","06_12_01_15:51:24"
"R_LA_2664","LA",2664,"C_EGD_166","RPC","2nd_S_v3,_p._222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"order_for_arrest",,"LEM","06_12_01_16:24:36","LEM","06_12_01_16:24:53"
"R_LA_2665","LA",2665,"C_EGD_166","RPC","2nd_S_v3,_p._290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"commission_for_investigation",,"LEM","06_13_01_09:23:16","LEM","06_13_01_09:23:52"
"R_LA_2666","LA",2666,"C_EGD_166","RPC","2nd_S_v3,_p._334;515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"witch_suspect_round-up","Hammilton_is_mentioned_as_having_denounced_them.","LEM","06_13_01_09:33:13","jhm","10_21_02_15:05:55"
"R_LA_2667","LA",2667,"C_EGD_166","RPC","2nd_S_v3,_p.361,_362,_378,_397-400,_443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"investigation","pp._361,_378,_397-400;_443_concern_Lady_Manderston.","LEM","06_13_01_09:33:45","jhm","10_21_02_15:06:14"
"R_LA_2668","LA",2668,"C_EGD_1163","RPC","2nd_S_v3,_p._361;_378;_389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"order_for_witnesses","first_reference_an_order_for_witnesses_to_appear_before_the_PC,_second_entry_a_notice_that_they_did_not_appear.__Third_reference_is_a_long_narration_of_the_testimony_of_two_witnesses_to_Hammilton's_statements_against_her","LEM","06_13_01_09:50:35","LEM","08_15_01_13:26:17"
"R_LA_2669","LA",2669,"C_EGD_1163","RPC","2nd_S,_v3_p.443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hammilton_dropped_his_confession,_now_need_to_get_John_Neill_to_drop_his","LEM","06_13_01_09:50:52","LEM","06_13_01_10:29:28"
"R_LA_2670","LA",2670,"C_EGD_166","RPC","2nd_S,_v3_p._397-400;_592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"investigation","Detailed_description_of_how_his_depositions_were_taken_and_by_whom.__He_was_clearly_fed_names_of_people_to_denounced_and_pressured_by_the_people_taking_his_statement_to_name_specific_other_witches.__Second_reference_is_about_Mowat_who_was_horned_and_in_trouble_after_being_found_guilty_of_lying_about_taking_depositions_from_Hammilton.","LEM","06_13_01_10:12:52","jhm","10_21_02_15:06:37"
"R_LA_2671","LA",2671,"C_LA_2661","RPC","2nd_S,_v3,_p._398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_13_01_10:19:12","LEM","06_13_01_10:19:36"
"R_LA_2672","LA",2672,"C_EGD_169","RPC","2nd_S,_v3_p._443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"order_for_move_to_Edinburgh_tolbooth",,"LEM","06_13_01_10:32:27","LEM","06_13_01_10:32:56"
"R_LA_2673","LA",2673,"C_EGD_1153","RPC","2nd_S_v3_p._345;_358-359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"investigated_and_dropped","LEM","06_13_01_11:48:17","LEM","06_13_01_11:57:55"
"R_LA_2674","LA",2674,"C_LA_2636","RPC","2nd_S_v3,_p._345,_358-59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"investigated_and_dropped","LEM","06_13_01_11:48:44","LEM","06_13_01_11:56:25"
"R_LA_2675","LA",2675,"C_EGD_167","Books_of_Adjournal","JC2_6_fos._322r-322v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also_found_in_the_High_Court_Record_Index,_no._1_for_2_4_1630.","LEM","06_13_01_12:23:34","LEM","08_29_02_12:21:21"
"R_LA_2676","LA",2676,"C_LA_2662","RPC","v2,_p._198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_13_01_12:58:43","LEM","06_13_01_12:58:54"
"R_LA_2677","LA",2677,"C_LA_2664","RPC","v4,_p._218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_13_01_13:33:45","LEM","06_13_01_13:33:58"
"R_LA_2678","LA",2678,"C_EGD_169","RPC","2nd_S_v3,_p._400,_448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"arrest_order",,"LEM","06_14_01_13:38:14","LEM","06_14_01_14:00:48"
"R_LA_2679","LA",2679,"C_EGD_169","RPC","2nd_S,_v3_p._496,_584;_2nd_S,_v4_p._98,125,_164-165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"investigation",,"LEM","06_14_01_14:06:23","LEM","06_14_01_15:29:07"
"R_LA_2680","LA",2680,"C_EGD_169","RPC","2nd_S,_v3_p._513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tolbooth_payments_for_his_upkeep",,"LEM","06_14_01_14:07:55","LEM","06_19_01_22:01:34"
"R_LA_2681","LA",2681,"C_EGD_169","RPC","2nd_S,_v3_p._541,_563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"info_about_Lady_Samuelston",,"LEM","06_14_01_14:20:11","LEM","06_14_01_14:21:11"
"R_LA_2682","LA",2682,"C_EGD_1225","RPC","2nd_S,_v4_p._265-266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Complaint_from_the_accused","LEM","06_14_01_15:03:03","jhm","10_03_02_10:01:05"
"R_LA_2683","LA",2683,"C_EGD_1224","RPC","2nd_S_v4,_p_265-266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint","p._333_James_Mowat_was_released_on_caution.","LEM","06_14_01_15:54:16","LEM","09_06_01_16:23:04"
"R_LA_2684","LA",2684,"C_EGD_169","Books_of_Adjournal","JC2_7_fo._1r-2r,_2v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_14_01_16:12:17","LEM","06_15_01_16:30:37"
"R_LA_2685","LA",2685,"C_EGD_682","RPC","2nd_S,_v3_p._270",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_15_01_09:23:51","LEM","11_07_02_09:39:47"
"R_LA_2686","LA",2686,"C_EGD_170","RPC","2nd_S,_v4_p._152,_166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint",,"LEM","06_15_01_09:54:59","LEM","06_15_01_10:03:41"
"R_LA_2687","LA",2687,"C_EGD_173","Books_of_Adjournal","JC2_7_fo._160r-168",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"LEM","06_15_01_10:57:18","LEM","06_18_01_13:32:24"
"R_LA_2688","LA",2688,"C_EGD_173","RPC","2nd_S_v5_p._176-177;_572",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"complaint","PC_paper_(p._572)_is_the_summons_against_Sir_Patrik_Home_of_Aittoun_and_others._It_is_dated_16_12_1633","LEM","06_15_01_11:55:37","LEM","06_15_01_12:09:10"
"R_LA_2689","LA",2689,"C_EGD_173","RPC","2nd_S,_v5_p._593-594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint","To_be_released_from_prison_and_to_remain_in_Edinburgh_till_her_trial.","LEM","06_15_01_12:09:14","jhm","10_22_02_08:32:08"
"R_LA_2690","LA",2690,"C_EGD_173","RPC","2nd_S,_v5_p._605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Evidentiary_complaint.","LEM","06_15_01_12:15:57","jhm","10_22_02_08:32:19"
"R_LA_2691","LA",2691,"C_EGD_162","Books_of_Adjournal","JC2_6_fos._303r-309r;_309r-310r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_15_01_16:26:48","LEM","06_15_01_16:27:23"
"R_LA_2692","LA",2692,"C_EGD_166","Books_of_Adjournal","JC2_6_fos._315v-319r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also_mentioned_in_NAS_JC2_6_fo._303-310.","LEM","06_15_01_16:27:49","jhm","10_21_02_15:10:55"
"R_LA_2693","LA",2693,"C_EGD_170","Books_of_Adjournal","JC2_7_fos._68v-69v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_15_01_16:32:21","LEM","06_15_01_16:33:14"
"R_LA_2694","LA",2694,"C_EGD_171","Books_of_Adjournal","JC2_7_fos._90r-92v",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_15_01_16:33:54","LEM","06_15_01_16:34:17"
"R_LA_2712","LA",2712,"C_EGD_1168","RPC","2nd_S,_v3_p._290",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_10:06:29","jhm","10_02_02_14:40:21"
"R_LA_2713","LA",2713,"C_EGD_1133","Books_of_Adjournal","JC2_7_fo._160r-168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_10:17:02","LEM","06_18_01_13:43:50"
"R_LA_2714","LA",2714,"C_EGD_1135","Books_of_Adjournal","JC2_7_fos._160r-168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_10:18:08","LEM","06_18_01_13:44:33"
"R_LA_2715","LA",2715,"C_EGD_1272","Books_of_Adjournal","JC2_7_fos._160r-168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_10:26:45","LEM","06_18_01_13:44:56"
"R_LA_2716","LA",2716,"C_LA_2689","RPC","2nd_S,_v3_p._110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_10:36:14","LEM","06_18_01_10:36:28"
"R_LA_2717","LA",2717,"C_LA_2689","Books_of_Adjournal","JC2_7_fos._160r-168",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_10:36:30","LEM","10_29_02_10:43:42"
"R_LA_2718","LA",2718,"C_LA_2690","RPC","2nd_S,_v3_p._110",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_10:46:25","LEM","06_18_01_10:46:55"
"R_LA_2719","LA",2719,"C_EGD_949","RPC","2nd_S,_v3_p._110",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_10:49:55","LEM","06_18_01_10:50:07"
"R_LA_2720","LA",2720,"C_EGD_950","RPC","2nd_S,_v3,_p._110",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_12:25:02","LEM","06_18_01_12:25:18"
"R_LA_2721","LA",2721,"C_EGD_845","RPC","v13,_pp._460-461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_12:32:46","LEM","06_18_01_12:33:11"
"R_LA_2722","LA",2722,"C_EGD_1270","RPC","2nd_S,_v5__p._246-247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_18_01_15:28:55","LEM","06_18_01_15:29:23"
"R_LA_2723","LA",2723,"C_EGD_179","Books_of_Adjournal","JC_2_8_p._336-340",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"LEM","06_19_01_10:12:06","LEM","06_19_01_12:10:04"
"R_LA_2724","LA",2724,"C_LA_2638","Books_of_Adjournal","JC2_8_pp._347-349",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"LEM","06_19_01_10:20:12","LEM","06_19_01_12:11:35"
"R_LA_2725","LA",2725,"C_EGD_180","Books_of_Adjournal","JC2_8_pp._347-349",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"LEM","06_19_01_10:20:50","LEM","06_19_01_12:10:49"
"R_LA_2726","LA",2726,"C_LA_2639","Books_of_Adjournal","JC2_8_pp._347-349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_19_01_10:26:03","LEM","06_19_01_12:12:11"
"R_LA_2727","LA",2727,"C_EGD_183","Books_of_Adjournal","JC2_8_fos._390-408;_408-409",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"trial_proceedings","LEM","06_19_01_12:05:12","LEM","06_19_01_12:05:46"
"R_LA_2728","LA",2728,"C_EGD_183","Books_of_Adjournal","JC2_8_fos._409-418",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,"Also_found_in_the_High_Court_Record_Index,_no._1_for_18_12_1644","LEM","06_19_01_12:05:49","LEM","08_29_02_12:27:58"
"R_LA_2729","LA",2729,"C_EGD_184","Books_of_Adjournal","JC2_8_p._424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_19_01_12:16:31","LEM","06_19_01_13:25:34"
"R_LA_2730","LA",2730,"C_EGD_1126","Books_of_Adjournal","JC2_8_p._740-741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned_in_a_trial","LEM","06_20_01_10:11:13","LEM","06_20_01_10:11:49"
"R_LA_2731","LA",2731,"C_EGD_1127","Books_of_Adjournal","JC2_8_p._740-741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned","LEM","06_20_01_10:14:38","LEM","06_20_01_10:15:05"
"R_LA_2732","LA",2732,"C_EGD_1016","Books_of_Adjournal","JC2_8_p._740-741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned","LEM","06_20_01_10:25:26","jhm","10_01_02_10:55:25"
"R_LA_2733","LA",2733,"C_LA_2691","RPC","v4,_pp._392-393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_12:17:30","LEM","06_20_01_12:18:08"
"R_LA_2734","LA",2734,"C_LA_2692","RPC","v4_pp._392-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_12:21:25","LEM","06_20_01_12:21:39"
"R_LA_2735","LA",2735,"C_LA_2693","RPC","v4_p._392-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_12:24:43","LEM","06_20_01_12:24:56"
"R_LA_2736","LA",2736,"C_LA_2694","RPC","v4_pp._392-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_12:28:50","LEM","06_20_01_12:29:06"
"R_LA_2737","LA",2737,"C_EGD_39","RPC","v4,_p._404-5;_431;_433-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Cautions_for_Hector_Munro_of_Fowlis_-_moving_her_to_tolbooth_in_Edinburgh,_and_paying_her_upkeep;_caution_against_Mr._Hector_Munro_that_he_won't_harm_her_or_her_servants;_Munro_wanted_the_previous_caution_dropped_because_he_can't_pay_her_maintenance_without_recourse_to_her_rents.","LEM","06_20_01_12:37:58","jhm","11_06_02_11:46:31"
"R_LA_2738","LA",2738,"C_LA_2695","RPC","v4_p._591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_13:04:45","LEM","06_20_01_13:07:24"
"R_LA_2739","LA",2739,"C_LA_2696","RPC","v4_p._610,_614,_624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_13:23:32","LEM","06_20_01_13:25:31"
"R_LA_2740","LA",2740,"C_LA_2697","RPC","v4_p._680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_13:40:29","LEM","06_20_01_13:40:38"
"R_LA_2741","LA",2741,"C_LA_2698","RPC","v4_pp._752-754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_15:08:00","LEM","06_20_01_15:08:20"
"R_LA_2742","LA",2742,"C_EGD_124","RPC","v5_p._173-175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_15:29:32","LEM","06_20_01_15:29:59"
"R_LA_2743","LA",2743,"C_LA_2699","RPC","v5_pp._268-269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"procedural_information","LEM","06_20_01_15:39:22","LEM","06_20_01_15:42:34"
"R_LA_2744","LA",2744,"C_LA_2700","RPC","v5_p._296-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_15:47:57","LEM","06_20_01_15:49:33"
"R_LA_2745","LA",2745,"C_LA_2701","RPC","v5_p._409-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_16:15:12","LEM","06_20_01_16:16:11"
"R_LA_2746","LA",2746,"C_LA_2702","RPC","v5_pp._424-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_20_01_16:18:48","LEM","06_20_01_16:19:02"
"R_LA_2783","LA",2783,"C_LA_2755","RPC","v6_p._241-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_25_01_12:28:56","LEM","06_25_01_12:29:08"
"R_LA_2784","LA",2784,"C_LA_2756","RPC","v6_p._255-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_25_01_12:35:53","LEM","06_25_01_12:36:09"
"R_LA_2785","LA",2785,"C_EGD_854","RPC","V10_pp._4-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_26_01_10:42:04","LEM","11_05_02_14:39:23"
"R_LA_2786","LA",2786,"C_EGD_857","RPC","v10_pp._4-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_26_01_10:49:52","LEM","06_26_01_10:50:00"
"R_LA_2787","LA",2787,"C_EGD_855","RPC","v10_p._28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06_26_01_11:01:44","LEM","11_05_02_14:38:46"
"R_LA_2788","LA",2788,"C_EGD_856","RPC","v10_p._28",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_26_01_11:07:52","LEM","06_26_01_11:08:04"
"R_LA_2789","LA",2789,"C_LA_2757","RPC","v10_p._231",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_26_01_12:43:05","LEM","06_26_01_12:43:21"
"R_LA_2790","LA",2790,"C_LA_2758","RPC","v10_p._327",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,"LEM","06_26_01_12:47:13","LEM","06_26_01_12:49:16"
"R_LA_2791","LA",2791,"C_LA_2759","RPC","v12_p._423",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06_27_01_11:47:45","LEM","06_27_01_11:48:14"
"R_LA_2792","LA",2792,"C_LA_2760","Books_of_Adjournal","JC2_11;_JC2_10_fo._2r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"prison_release_notification","JC2_10_and_JC2_11_same_information","LEM","06_27_01_12:45:55","LEM","11_21_01_09:18:46"
"R_LA_2793","LA",2793,"C_LA_2761","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned","LEM","06_28_01_09:48:41","LEM","06_28_01_15:16:25"
"R_LA_2794","LA",2794,"C_LA_2762","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","LEM","06_28_01_09:55:29","LEM","06_28_01_15:17:52"
"R_LA_2795","LA",2795,"C_LA_2763","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","LEM","06_28_01_14:19:04","LEM","06_28_01_15:18:13"
"R_LA_2796","LA",2796,"C_LA_2764","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned","LEM","06_28_01_14:23:29","LEM","06_28_01_15:18:30"
"R_LA_2797","LA",2797,"C_LA_2765","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","LEM","06_28_01_14:28:42","LEM","06_28_01_15:19:12"
"R_LA_2798","LA",2798,"C_LA_2766","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","LEM","06_28_01_14:33:17","LEM","06_28_01_15:19:32"
"R_LA_2799","LA",2799,"C_LA_2767","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","LEM","06_28_01_14:35:59","LEM","06_28_01_15:19:51"
"R_LA_2800","LA",2800,"C_LA_2768","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","LEM","06_28_01_14:37:42","LEM","06_28_01_15:20:10"
"R_LA_2801","LA",2801,"C_LA_2769","Books_of_Adjournal","JC2_11;_JC2_10_fo._4r-7r",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned","LEM","06_28_01_14:39:47","LEM","06_28_01_15:20:30"
