Trialref,TrialId,TrialSystemId,CaseRef,TrialType,Trial_settlement,Trial_parish,Trial_presbytery,Trial_county,Trial_burgh,Trial_NGR_Letters,Trial_NGR_Easting,Trial_NGR_Northing,Watching,WatchingDate,WatchingDate_as_date,Arrest,ArrestDate,ArrestDate_as_date,Fled,FledDate,FledDate_as_date,ActionDropped,Actiondropdate,Actiondropdate_as_date,Actiondroppedby,Actionbody,Confrontingsuspects,PretrialNotes,ProcessType,TrialDate,TrialDate_as_date,TrialPlace,Female_accusers,Male_accusers,High_status,Defence,Verdict,Sentence,Cjtorder,Cjtdate,Cjtdate_as_date,Circuit,Circuitname,Localwithcrep,Noreftocentral,TrialNotes,Execution,Executionmethod,ExecutionDate,ExecutionDate_as_date,ExecutionPlace,Exec_settlement,Exec_parish,Exec_presbytery,Exec_county,Exec_burgh,Exec_NGR_Letters,Exec_NGR_Easting,Exec_NGR_Northing,PostTrialNotes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"T_LA_618",618,"LA","C_EGD_1005",3,,,,,,,,,0,,,1,"1630","06_01_30_00:00:00",0,,,0,,,,,0,"In_1630_they_arrested_her_again_without_cause.__The_PC_ordered_her_release_and_put_a_£1000_caution_on_her_appearance_at_court_in_Edinburgh.__The_Lord_Chief_Justice_decided_to_appoint_deputes.__The_narration_of_a_later_PC_supplication_by_the_ministers_of_Dysart_explains_why.__They_requested_that_her_trial_should_not_be_moved_to_Edinburgh_due_to_the_poverty_of_the_Burgh_of_Dysart.__The_Lord_Chief_Justice_agreed.__They_specified_that_since_her_first_trial_(ending_in_acquittal_and_release)_many_confessed_witches_had_denounced_her.__The_bailies_and_ministers_requested_and_received_a_new_order_for_arrest.__The_bailie_David_Chrystie_refused_to_arrest_her_because_the_warrant_did_not_specify_the_breaking_down_of_doors.__The_ministers_sought_a_new_commission_for_breaking_down_doors.__They_appointed_Alexander_Colville,_justice_depute,_as_prosecutor.__She_resisted_arrest_for_a_while,_turned_herself_in_so_the_case_could_proceed,_but_no_charges_were_filed_against_her_with_Colville,_so_she_requested_and_got_an_order_for_release_from_prison_in_Dysart.",,,,,0,0,0,0,,,0,,,0,,1,0,"A_central_justiciary_trial_was_ordered_on_16_3_1630,_then_the_Lord_Chief_Justice_appointed_deputies_to_run_the_trial_in_the_locality.__Three_local_men_were_appointed_then_removed_after_the_suspect_complained_to_the_PC.__The_local_bailies_and_ministers_were_then_re-appointed_after_they_appealed_to_the_PC.__The_trial_was_relocated_back_to_Dysart_with_central_representatives.",0,,,,,,,,,,,,,,"LEM","08_15_01_12:39:23","LEM","10_28_02_12:42:33"
"T_LA_619",619,"LA","C_EGD_1172",2,,,,,,,,,0,,,0,,,1,"10_1629","10_01_29_00:00:00",0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_13:29:24","LEM","08_15_01_13:31:33"
"T_LA_620",620,"LA","C_EGD_1233",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_13:35:02","LEM","08_15_01_13:35:03"
"T_LA_621",621,"LA","C_EGD_1079",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_13:39:46","LEM","08_15_01_13:39:48"
"T_LA_622",622,"LA","C_EGD_1078",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_13:42:45","LEM","08_15_01_13:42:46"
"T_LA_623",623,"LA","C_EGD_1077",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_13:44:26","LEM","08_15_01_13:44:27"
"T_LA_624",624,"LA","C_EGD_1076",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_13:46:37","LEM","08_15_01_13:46:38"
"T_LA_625",625,"LA","C_EGD_1081",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_13:50:32","LEM","08_15_01_13:50:33"
"T_LA_626",626,"LA","C_EGD_1075",2,,,,,,,,,0,,,1,,,0,,,0,,,,,0,"She_was_attacked_while_in_the_pit_of_Eyemouth_on_19_1_1629_by_six_men_who_'putt_violent_hands_in_her_persoun,_band_her_armes_with_towes,_and_so_threw_the_same_about_that_they_disjoynted_and_mutilat_both_her_armes,_and_made_the_sinewes_to_loupe_aunder,_._._._(the_description_goes_on_to_say_that_she_is_permanently_injured).__The_men_involved_were_ordered_to_be_denounced_and_escheat.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_13:52:34","LEM","10_28_02_12:44:43"
"T_LA_627",627,"LA","C_EGD_1080",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_15_01_14:02:27","LEM","08_15_01_14:02:29"
"T_LA_628",628,"LA","C_EGD_1206",2,,,,,,,,,0,,,1,,,0,,,0,,,,,0,"She_petitioned_the_PC_requesting_either_trial_or_release_from_prison._The_PC_ruled_that_all_the_evidence_against_her_was_to_be_submitted_to_the_Archbishop_of_St._Andrews_to_decide_whether_or_not_it_warranted_a_commission_for_trial.__In_the_meantime_she_was_to_be_kept_in_prison_with_no_visitors.__She_said_her_enemies_took_the_opportunity_of_recent_witchcraft_charges_in_Dysart_to_accuse_her.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_12:46:22","LEM","10_11_02_13:57:41"
"T_LA_629",629,"LA","C_EGD_1188",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_12:52:21","LEM","08_16_01_12:52:23"
"T_LA_630",630,"LA","C_EGD_1156",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_12:57:26","LEM","08_16_01_12:57:27"
"T_LA_631",631,"LA","C_EGD_673",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_12:59:06","LEM","08_16_01_12:59:08"
"T_LA_632",632,"LA","C_EGD_634",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:03:27","LEM","08_16_01_13:03:29"
"T_LA_633",633,"LA","C_EGD_1095",2,,,,"Lanark",,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,,1,"Burn",,,,,,,,,,,,,"LEM","08_16_01_13:05:11","LEM","08_29_01_11:05:03"
"T_LA_634",634,"LA","C_EGD_1190",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"They_are_not_to_sentence_him_but_to_report_their_findings_back_to_PC_for_sentencing.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:10:08","LEM","08_16_01_13:10:59"
"T_LA_635",635,"LA","C_EGD_1189",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:11:59","LEM","08_16_01_13:12:02"
"T_LA_636",636,"LA","C_EGD_666",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:18:20","LEM","08_16_01_13:18:22"
"T_LA_637",637,"LA","C_EGD_665",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:19:28","LEM","08_16_01_13:19:29"
"T_LA_638",638,"LA","C_EGD_664",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:22:11","LEM","08_16_01_13:22:12"
"T_LA_639",639,"LA","C_EGD_663",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:23:19","LEM","08_16_01_13:23:21"
"T_LA_64",64,"LA","C_EGD_931",2,,,,,,,,,0,,,1,"5_1623","05_01_23_00:00:00",1,,,0,,,,,0,"Fled_from_justice_but_was_caught_and_tried_via_the_second_commission.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","05_24_01_17:12:56","jhm","10_11_02_15:00:16"
"T_LA_640",640,"LA","C_EGD_662",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:25:35","LEM","08_16_01_13:25:36"
"T_LA_641",641,"LA","C_EGD_1096",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:31:07","LEM","08_16_01_13:31:08"
"T_LA_642",642,"LA","C_EGD_1091",2,,"P_ST_769","Dumbarton","Dunbarton","Dumbarton",,,,0,,,0,,,0,,,0,,,,,0,"She_and_Janet_Donald_(c_egd_1092)_petitioned_for_a_postponment_of_their_trial_and_the_appointment_of_two_more_commissioners_with_more_knowledge_of_witchcraft.__Request_was_granted,_and_trial_was_set_for_10_4_1629.__The_provost_of_Dumbarton_complained_to_the_privy_council_about_appointing_the_laird_of_Luss_(a_close_kin_to_Umphra_Colquhome,_a_defendant's_husband)_as_a_commissioner_at_the_request_of_the_defendants.__The_PC_removed_him_and_his_associate_and_appointed_someone_else.",,"10_4_1629","04_10_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:39:41","jhm","10_01_02_15:53:15"
"T_LA_643",643,"LA","C_EGD_1092",2,,"P_ST_769","Dumbarton","Dunbarton","Dumbarton",,,,0,,,0,,,0,,,0,,,,,0,"She_and_Margaret_Hunter_(c_egd_1091)_petitioned_for_a_postponment_of_their_trial_and_the_appointment_of_two_more_commissioners_with_more_knowledge_of_witchcraft.__Request_was_granted,_and_trial_was_set_for_10_4_1629.The_provost_of_Dumbarton_complained_to_the_privy_council_about_appointing_the_laird_of_Luss_(a_close_kin_to_Umphra_Colquhome,_a_defendant's_husband)_as_a_commissioner_at_the_request_of_the_defendants.__The_PC_removed_him_and_his_associate_and_appointed_someone_else.",,"10_4_1629","04_10_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:41:02","jhm","10_01_02_15:55:08"
"T_LA_644",644,"LA","C_EGD_1085",2,,"P_ST_769","Dumbarton","Dunbarton","Dumbarton",,,,0,,,0,,,0,,,0,,,,,0,"She_was_first_mentioned_with_Janet_Donald_(c_egd_1092)_and_Margaret_Hunter_(c_egd_1091),_but_they_petitioned_for_trial_postponment_and_Neill's_name_dropped_out_of_association_with_them.__I_suppose_that_she_had_her_trial_on_the_original_trial_date_that_was_set_for_19_3_1629",,"19_3_1629","03_19_29_00:00:00",,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_13:44:18","jhm","10_01_02_15:45:03"
"T_LA_645",645,"LA","C_EGD_674",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_14:18:46","LEM","08_16_01_14:18:48"
"T_LA_646",646,"LA","C_EGD_1093",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_14:22:52","LEM","08_16_01_14:22:53"
"T_LA_647",647,"LA","C_EGD_1098",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_14:29:40","LEM","08_16_01_14:29:41"
"T_LA_648",648,"LA","C_EGD_1162",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_14:55:55","LEM","08_16_01_14:55:56"
"T_LA_649",649,"LA","C_EGD_1159",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_14:56:56","LEM","08_16_01_14:56:57"
"T_LA_65",65,"LA","C_EGD_924",2,,,,,,,,,0,,,1,"3_1623","03_01_23_00:00:00",0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","05_24_01_17:16:03","jhm","10_11_02_15:06:36"
"T_LA_650",650,"LA","C_EGD_1158",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_14:58:05","LEM","08_16_01_14:58:06"
"T_LA_651",651,"LA","C_EGD_1087",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:02:00","LEM","08_16_01_15:02:01"
"T_LA_652",652,"LA","C_EGD_1086",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:07:40","LEM","08_16_01_15:07:41"
"T_LA_653",653,"LA","C_EGD_1088",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:09:10","LEM","08_16_01_15:09:12"
"T_LA_654",654,"LA","C_EGD_1089",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:11:56","LEM","08_16_01_15:11:58"
"T_LA_655",655,"LA","C_EGD_1090",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:13:36","LEM","08_16_01_15:13:38"
"T_LA_656",656,"LA","C_EGD_1171",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:17:22","LEM","08_16_01_15:17:23"
"T_LA_658",658,"LA","C_EGD_1157",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:25:42","LEM","08_16_01_15:25:43"
"T_LA_659",659,"LA","C_EGD_1201",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:30:22","LEM","08_16_01_15:30:23"
"T_LA_66",66,"LA","C_EGD_923",2,,,,,,,,,0,,,1,"2_1623","02_01_23_00:00:00",0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","05_24_01_17:18:19","jhm","10_11_02_16:31:48"
"T_LA_660",660,"LA","C_EGD_1097",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:40:36","LEM","08_16_01_15:40:38"
"T_LA_661",661,"LA","C_LA_2863",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:48:31","LEM","08_16_01_15:48:33"
"T_LA_662",662,"LA","C_EGD_1227",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:50:46","LEM","08_16_01_15:50:47"
"T_LA_663",663,"LA","C_EGD_1228",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:56:03","LEM","08_16_01_15:56:04"
"T_LA_664",664,"LA","C_EGD_1229",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:57:12","LEM","08_16_01_15:57:13"
"T_LA_665",665,"LA","C_EGD_1230",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_15:59:40","LEM","08_16_01_15:59:41"
"T_LA_666",666,"LA","C_LA_2864",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_16:07:23","LEM","08_16_01_16:07:24"
"T_LA_667",667,"LA","C_LA_2865",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_16:09:02","LEM","08_16_01_16:09:03"
"T_LA_668",668,"LA","C_LA_2866",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_16:10:42","LEM","08_16_01_16:10:44"
"T_LA_669",669,"LA","C_LA_2867",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_16:12:25","LEM","08_16_01_16:12:26"
"T_LA_67",67,"LA","C_EGD_922",2,,,,,,,,,0,,,1,"2_1623","02_01_23_00:00:00",0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","05_24_01_17:20:20","jhm","10_11_02_16:31:38"
"T_LA_670",670,"LA","C_LA_2868",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_16:14:01","LEM","08_16_01_16:14:03"
"T_LA_671",671,"LA","C_EGD_1083",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_16:25:45","LEM","08_16_01_16:25:47"
"T_LA_672",672,"LA","C_EGD_1084",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_16_01_16:27:48","LEM","08_16_01_16:27:50"
"T_LA_673",673,"LA","C_EGD_1167",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"I_think_she_was_first_tried_in_6_11_1629,_and_at_some_point_named_Margaret_Maxwell_and_Jeane_Thomesone._So_that_in_the_investigations_against_them,_Robson_was_requestioned_with_the_second_commission,_possibly_after_her_trial.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_09:46:47","jhm","10_02_02_14:35:57"
"T_LA_674",674,"LA","C_EGD_1155",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Her_husband_Nicoll_Thomsoun_was_part_of_the_last_complaint.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_09:59:27","LEM","08_30_01_11:04:17"
"T_LA_675",675,"LA","C_EGD_1154",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,"Her_father_Nicoll_Thomsoun_was_also_part_of_the_last_complaint.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_10:11:33","LEM","08_30_01_11:03:53"
"T_LA_676",676,"LA","C_EGD_631",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_10:25:59","LEM","08_17_01_10:26:00"
"T_LA_677",677,"LA","C_EGD_630",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_10:30:41","LEM","08_17_01_10:30:43"
"T_LA_678",678,"LA","C_EGD_629",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_10:32:21","LEM","08_17_01_10:32:22"
"T_LA_679",679,"LA","C_EGD_678",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_10:38:05","LEM","08_17_01_10:38:06"
"T_LA_68",68,"LA","C_EGD_932",2,,,,,,,,,0,,,1,"5_1623","05_01_23_00:00:00",1,,,0,,,,,0,"Fled_from_justice_but_was_caught_and_tried_via_the_second_commission.",,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","05_24_01_17:23:04","jhm","10_11_02_14:57:35"
"T_LA_680",680,"LA","C_EGD_677",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_10:40:33","LEM","08_17_01_10:40:34"
"T_LA_681",681,"LA","C_EGD_676",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_10:41:39","LEM","08_17_01_10:41:40"
"T_LA_682",682,"LA","C_EGD_675",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,1,"Burn","13_10_1629","10_13_29_00:00:00",,,"P_ST_494",,"Ayr",,,,,"Note_in_KS_that_she_was_to_be_burnt_on_Tuesday_13_10_1629.","LEM","08_17_01_10:43:15","jhm","10_28_02_15:26:17"
"T_LA_683",683,"LA","C_EGD_1176",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Banishment",0,,,0,,0,0,"19_points_of_dittay_were_given_in_against_her.__She_confessed,_she_was_to_be_'scurgit_threw_the_town_of_Air_and_brunt_upoun_the_cheik'_before_being_banished.",0,,,,,,,,,,,,,"On_14_May_1650_she_was_dead_and_the_Presbytery_of_Ayr_decided_that_her_body_should_be_drawn_on_a_sled_to_the_gallows_foot_and_then_burnt__to_ashes_rather_than_bury_her.","LEM","08_17_01_11:20:27","LEM","11_11_02_11:33:54"
"T_LA_684",684,"LA","C_EGD_1177",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:21:52","LEM","08_17_01_11:21:54"
"T_LA_685",685,"LA","C_EGD_1179",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:26:10","LEM","08_17_01_11:26:12"
"T_LA_686",686,"LA","C_EGD_1178",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,"Guilty","Execution",0,,,0,,0,0,"Held_in_the_Barony_of_Bishop_Forrest.",0,,,,,,,,,,,,,,"LEM","08_17_01_11:28:23","LEM","07_23_02_16:08:58"
"T_LA_687",687,"LA","C_EGD_1180",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:29:39","LEM","08_17_01_11:29:41"
"T_LA_688",688,"LA","C_EGD_1181",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:31:15","LEM","08_17_01_11:31:18"
"T_LA_689",689,"LA","C_EGD_1182",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:33:32","LEM","08_17_01_11:33:34"
"T_LA_69",69,"LA","C_EGD_925",2,,,,,,,,,0,,,1,"2_1623","02_01_23_00:00:00",0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","05_24_01_17:25:03","jhm","10_11_02_16:32:24"
"T_LA_690",690,"LA","C_EGD_1183",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:34:54","LEM","08_17_01_11:34:56"
"T_LA_691",691,"LA","C_EGD_1184",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:37:00","LEM","08_17_01_11:37:02"
"T_LA_692",692,"LA","C_EGD_1185",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:38:21","LEM","08_17_01_11:38:22"
"T_LA_693",693,"LA","C_EGD_1223",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:43:40","LEM","08_17_01_11:43:42"
"T_LA_694",694,"LA","C_EGD_679",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:50:27","LEM","08_17_01_11:50:28"
"T_LA_695",695,"LA","C_EGD_685",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_11:55:17","LEM","08_17_01_11:55:18"
"T_LA_696",696,"LA","C_EGD_1119",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_12:00:48","LEM","08_17_01_12:00:49"
"T_LA_697",697,"LA","C_EGD_1120",2,,,,,,,,,0,,,0,,,0,,,0,,,,,0,,,,,,0,0,0,0,,,0,,,0,,0,0,,0,,,,,,,,,,,,,,"LEM","08_17_01_12:03:54","LEM","08_17_01_12:03:55"
