AccusedRef,AccusedSystemId,AccusedID,FirstName,LastName,M_Firstname,M_Surname,Alias,Patronymic,DesTitle,Sex,Age,Age_estcareer,Age_estchild,Res_settlement,Res_parish,Res_presbytery,Res_county,Res_burgh,Res_NGR_Letters,Res_NGR_Easting,Res_NGR_Northing,Ethnic_origin,MaritalStatus,SocioecStatus,Occupation,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"A_JO_2830","JO",2830,"Elspet","Bell","Elizabeth","Bell",,,,"Female",,0,0,,,"Brechin","Forfar",,,,,,,,,,"jhm","02_14_02_14:47:14","LEM","10_31_02_16:07:51"
"A_JO_2831","JO",2831,"Janet","Trumbill","Janet","Turnbull",,,,"Female",,0,0,,"P_ST_1421","Selkirk","Selkirk","Selkirk",,,,,,,,,"jhm","02_15_02_12:02:29","jhm","02_15_02_12:11:01"
"A_JO_2849","JO",2849,"Christian","Gardner","Christine","Gardener",,,,"Female",,0,0,,"P_ST_1339","Perth","Perth","Perth",,,,,,,,"She_may_have_been_accused_with_Geils_Merser_(C_JO_2984).","jhm","02_19_02_12:59:48","LEM","10_31_02_16:06:06"
"A_JO_2850","JO",2850,"Geils","Merser","Gillian","Mercer",,,,"Female",,0,0,,"P_ST_1339","Perth","Perth","Perth",,,,,,,,"She_may_have_been_accused_with_Christian_Gardner_(C_JO_2983)_also_from_Perth.","jhm","02_19_02_13:27:00","LEM","12_05_02_12:59:41"
"A_JO_2873","JO",2873,"Margaret","King","Margaret","King",,,,"Female",,0,0,,"P_ST_791","Ellon","Aberdeen",,,,,,,"Very_Poor","Vagabond","recorded_as_a_vagabond_in_the_presbytery_records.","jhm","03_05_02_11:47:32","jhm","03_05_02_11:48:29"
"A_JO_2874","JO",2874,"Shiach_nein","Dod","Shiach","Dod",,"nein_Dod",,"Female",,0,0,"Tarvie","P_JO_3550","Dingwall","Ross",,,,,,,,,"I_have_recorded_the_accused_as_female_because_of_the_patronymic_nein._Dod_is_also_short_for_George_so_her_name_may_be_nein_George._It_is_likely_that_she_was_Gaelic_speaking_but_the_records_give_no_indication_of_this_or_her_ethnic_origin.","jhm","04_02_02_11:02:07","jhm","04_02_02_13:18:54"
"A_JO_2875","JO",2875,"Agnes","Mor_Nin_Vickeanglaish","Agnes","Mor_Nin_Vickeanglaish",,"Vickeanglaish",,"Female",,0,0,,,"Dingwall","Ross",,,,,,,,,"Probably_Gaelic_speaking_but_no_reference_to_ethnic_origin_in_records.__Unable_to_modernise_the_surname.","jhm","04_02_02_12:53:45","LEM","10_31_02_16:00:32"
"A_JO_2876","JO",2876,"Elizabeth","Ratter","Elizabeth","Ratter",,,,"Female",,0,0,"Calvister","P_ST_386","Scalloway","Shetland",,,,,,,,,"Scalloway_was_the_contemporary_name_for_Shetland_presbytery,_also_called_Lerwick.","jhm","04_17_02_10:24:42","LEM","10_31_02_15:57:11"
"A_JO_2877","JO",2877,"Kathren","Ratter","Katherine","Ratter",,,,"Female",,0,0,"Calvister","P_ST_386","Scalloway",,,,,,,,,,"Scalloway_was_contemporary_name_for_Shetland_presbytery,_also_known_as_Lerwick.","jhm","04_17_02_10:37:12","LEM","12_05_02_12:34:06"
"A_JO_2878","JO",2878,"Margaret","Watson","Margaret","Watson",,,,"Female",,0,0,,"P_ST_386","Scalloway","Shetland",,,,,,,,,"Scalloway_was_the_contemporary_name_for_Sheltand_presbytery,_also_known_as_Lerwick.","jhm","04_17_02_10:39:40","LEM","10_31_02_15:53:35"
"A_JO_2879","JO",2879,"Andrew","Ratter","Andrew","Ratter",,,,"Male",,0,0,"Calvister","P_ST_386","Scalloway","Shetland",,,,,,,,,"Scalloway_was_contemporary_name_for_Shetland_presbytery,_also_known_as_Lerwick.","jhm","04_17_02_10:41:55","LEM","10_31_02_15:51:39"
"A_JO_2880","JO",2880,"Agnes","Litle","Agnes","Little","Agnes_Kirtle",,,,,0,0,,,"Stranraer","Wigtown",,,,,,,,,"Presbytery_note_that_she_was_from_Stranraer_presbytery_but_had_no_settled_parish._?vagabond.","jhm","04_25_02_10:11:19","LEM","10_31_02_15:45:59"
"A_JO_2881","JO",2881,"Issobell","Murdoch","Isobel","Murdoch",,,,"Female",,0,0,,"P_ST_1315","Stranraer","Wigtown",,,,,,,,,"Presbytery_noted_that_the_group_of_accused_came_from_Old_Luce_and_new_Luce.","jhm","04_25_02_10:28:14","LEM","12_05_02_14:33:43"
"A_JO_2882","JO",2882,"Jonet","Dalzell","Janet","Dalyell",,,,"Female",,0,0,,"P_ST_1315","Stranraer","Wigtown",,,,,,,,,"Presbytery_note_that_the_group_of_suspects_were_from_Old_and_New_Luce.","jhm","04_25_02_10:33:26","LEM","10_31_02_15:39:55"
"A_JO_2883","JO",2883,"Jonet","Paterson","Janet","Paterson",,,,"Female",,0,0,,"P_ST_1315","Stranraer","Wigtown",,,,,,,,,"Presbytery_note_that_the_group_of_accused_came_from_Old_and_New_Luce.","jhm","04_25_02_10:37:59","jhm","04_25_02_10:53:52"
"A_JO_2884","JO",2884,"Kathrin","McKennay","Katherine","MacKenna",,,,"Female",,0,0,,"P_ST_1315","Stranraer","Wigtown",,,,,,,,,"Presbytery_note_that_the_group_of_suspects_came_from_Old_and_New_Luce.","jhm","04_25_02_10:40:29","LEM","10_31_02_15:38:53"
"A_JO_2885","JO",2885,"Jonet","Umpherstoune","Janet","Umpherstoun",,,,"Female",,0,0,,"P_ST_1315","Stranraer","Wigtown",,,,,,,,,"Presbytery_note_that_the_group_of_accused_came_from_Old_Luce_and_New_Luce.","jhm","04_25_02_10:42:57","LEM","10_31_02_15:37:54"
"A_JO_2886","JO",2886,"Jonet","Lindsay","Janet","Lindsay",,,,"Female",,0,0,,"P_ST_1315","Stranraer","Wigtown",,,,,,,,,"Presbytery_note_that_the_group_of_suspects_came_from_Old_and_New_Luce.","jhm","04_25_02_10:45:28","LEM","10_31_02_15:36:43"
"A_JO_2887","JO",2887,"Janet","Kennedy","Janet","Kennedy",,,,"Female",,0,0,,,"Dumfries","Dumfries",,,,,,,,,,"jhm","05_01_02_16:14:26","jhm","05_01_02_16:51:53"
"A_JO_2888","JO",2888,"Janet","Wharrie","Janet","Wharrie",,,,"Female",,0,0,"Knockfernock","P_ST_612","Dumfries","Dumfries",,,,,,"Married",,,,"jhm","05_01_02_16:32:03","jhm","05_01_02_16:33:04"
"A_JO_2889","JO",2889,"Couper","Vatsoune","Couper","Watson",,,,"Male",,0,0,,"P_ST_839","Ellon","Aberdeen",,,,,,"Married",,,,"jhm","05_08_02_15:12:42","jhm","07_22_02_10:39:42"
"A_JO_2890","JO",2890,"Christane","Hendersoune","Christine","Henderson","Mekil_Christane",,,"Female",,0,0,,"P_ST_839","Ellon","Aberdeen",,,,,,,"Very_Poor","Henwife",,"jhm","05_08_02_15:47:00","LEM","10_31_02_15:01:31"
"A_JO_2891","JO",2891,"Wyf_of","Moress","Wife_of","Morris",,,,"Female",,0,0,"Hill_of_Auchatty",,"Aberdeen","Aberdeen",,,,,,"Married",,,,"jhm","05_09_02_15:29:22","jhm","12_06_02_12:32:05"
"A_JO_2892","JO",2892,"Unknown","Moress","Unknown","Morris",,,,"Male",,0,0,"Hill_of_Auchatty",,"Aberdeen","Aberdeen",,,,,,"Married",,,"Don't_know_name_of_his_wife_-_she_was_mentioned_as_Wyf_of_Moress,_see_C_JO_3030.","jhm","05_09_02_15:33:23","jhm","12_06_02_12:32:25"
"A_JO_2893","JO",2893,"Caterein","Gib","Katherine","Gibb",,,,"Female",,0,0,,,,"Aberdeen",,,,,,,,,,"jhm","05_09_02_17:08:32","LEM","10_31_02_14:58:50"
"A_JO_2894","JO",2894,"Margerat","Bane","Margaret","Bain","Clerk",,,"Female",55,1,0,"Lumphanan","P_ST_1190","Kincardine_O'Neil","Aberdeen",,,,,,,"Lower","Midwife","Bane_appears_to_have_been_quite_old_as_her_daughter_(Rogie,_C_JO_3035)_,who_was_also_executed,_had_a_daughter-in-law_herself._She_was_also_known_as_Margaret_Clerk._Had_been_charged_to_attend_justice_court_for_30_years_and_had_not_attended_so_was_at_least_55_(30+25=55).","jhm","05_16_02_11:26:55","LEM","10_31_02_14:35:33"
"A_JO_2895","JO",2895,"Jonet","Spaldarge","Janet","Spaldarge",,,"Guidwyfe","Female",,0,0,,,,"Aberdeen",,,,,,,,,"Mentioned_as_having_been_burnt_as_a_witch_in_Edinburgh.__Mentioned_in_Bane's_confessions.__She_was_probably_of_middling_status_with_the_title_'Good_wife'.__Unable_to_modernise_surname.","jhm","05_16_02_11:37:49","LEM","10_31_02_14:32:55"
"A_JO_2898","JO",2898,"Helene","Rogie","Helen","Rogie",,,,"Female",,0,0,"Finderak",,"Aberdeen","Aberdeen",,,,,,"Married",,,"also_recorded_as_Elen.","jhm","06_03_02_11:21:13","jhm","07_25_02_12:37:17"
"A_JO_2899","JO",2899,"Beatrix","Robbie","Beatrice","Robbie",,,,"Female",,0,0,"Mariewell",,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","06_03_02_15:45:01","LEM","10_31_02_14:23:48"
"A_JO_2901","JO",2901,"Jonat","Sinclair","Janet","Sinclair",,,,"Female",,0,0,,"P_ST_1580","North_Isles","Orkney",,,,,,,,,,"jhm","06_17_02_14:59:16","jhm","11_12_02_14:56:50"
"A_JO_2902","JO",2902,"Marion","Caird","Marion","Card",,,,"Female",,0,0,,"P_ST_553","Cairston","Orkney",,,,,,,,,,"jhm","06_17_02_15:06:26","jhm","11_12_02_14:57:21"
"A_JO_2903","JO",2903,"Margaret","Thomesone","Margaret","Thomson","Wester_Holland",,,"Female",,0,0,,"P_ST_1297","Kirkwall","Orkney",,,,,,,,,,"jhm","06_17_02_15:12:33","jhm","11_12_02_14:59:05"
"A_JO_2904","JO",2904,"Helen","Tailzour","Helen","Taylor",,,,"Female",,0,0,,"P_ST_1297","Kirkwall","Orkney",,,,,,,,,,"jhm","06_17_02_15:18:26","jhm","11_12_02_15:35:43"
"A_JO_2905","JO",2905,"Barbara","Yorston","Barbara","Yourston",,,,"Female",,0,0,,"P_ST_1297","Kirkwall","Orkney",,,,,,,,,,"jhm","06_17_02_15:20:49","jhm","11_12_02_15:35:26"
"A_JO_2906","JO",2906,"Janet","Pekok","Janet","Peacock",,,,"Female",,0,0,,"P_ST_1297","Kirkwall","Orkney",,,,,,,,,,"jhm","06_17_02_15:23:06","jhm","11_12_02_15:36:13"
"A_JO_2907","JO",2907,"Elspeth","Culsetter","Elizabeth","Cursitter","Cursetter",,,"Female",,0,0,,,,"Orkney",,,,,,,,,"She_was_mentioned_as_having_been_burnt_as_a_witch._Last_name_either_Culsetter_or_Cursetter._Marwick_has_her_as_a_wanderer_vagabond_but_no_way_to_check_this.","jhm","06_17_02_15:27:50","LEM","12_06_02_12:21:26"
"A_JO_2908","JO",2908,"Marjorie","Paplay","Marjory","Paplay",,,,"Female",50,0,1,,"P_ST_1087","Kirkwall","Orkney",,,,,,,,,"Age_estimated_as_50+_as_she_had_an_adult_son_who_tried_to_complain_about_his_mother's_treatment_and_accusations._He_brought_several_complaints_against_the_sheriff-depute_and_the_presbytery_so_seems_to_have_been_quite_well_educated.","jhm","06_17_02_15:32:52","jhm","11_12_02_15:37:33"
"A_JO_2909","JO",2909,"Barbara","Bowndie","Barbara","Bowndie",,,,"Female",,0,0,,,,"Orkney",,,,,,,,,"Although_the_investigation_and_?trial_took_place_in_Orkney_Bowndie_may_have_been_from_Zetland_(Shetland)_originally._Marwick_has_her_as_a_wanderer_vagabond_but_no_way_to_check_this.","jhm","06_17_02_15:46:43","jhm","11_12_02_15:37:52"
"A_JO_2910","JO",2910,"Elspeth","Paplay","Elizabeth","Paplay",,,,"Female",,0,0,,,,"Orkney",,,,,,,,,,"jhm","06_17_02_16:13:53","jhm","11_12_02_15:38:07"
"A_JO_2911","JO",2911,"Marion","Paplay","Marion","Paplay",,,,"Female",,0,0,,,,"Orkney",,,,,,,,,,"jhm","06_17_02_16:16:09","jhm","11_12_02_15:38:21"
"A_JO_2912","JO",2912,"Elspeth","Baikie","Elizabeth","Black",,,,"Female",,0,0,,,,"Orkney",,,,,,,,,,"jhm","06_17_02_16:19:08","jhm","11_12_02_15:38:36"
"A_JO_2913","JO",2913,"Unknown","Elsinquoy","Unknown","Elsinquoy",,,"Good_Wife","Female",,0,0,,,,"Orkney",,,,,,,,,"Possibly_of_midding_status.","jhm","06_17_02_16:23:28","jhm","11_12_02_15:38:50"
"A_JO_2914","JO",2914,"Grissell","Groat","Griselda","Groat",,,,"Female",,0,0,,"P_ST_1297","Kirkwall","Orkney",,,,,,,,,,"jhm","06_17_02_16:31:35","jhm","11_12_02_15:39:08"
"A_JO_2915","JO",2915,"Christian","Wishart","Christine","Wishart",,,,"Female",,0,0,,"P_ST_1322","Cairston","Orkney",,,,,,,,,,"jhm","06_17_02_16:33:42","jhm","11_12_02_15:39:41"
"A_JO_2916","JO",2916,"Katharin","Lunay","Katherine","Luney",,,,"Female",,0,0,,"P_ST_820","Kirkwall","Orkney",,,,,,,,,,"jhm","06_17_02_16:39:15","jhm","11_12_02_15:40:17"
"A_JO_2917","JO",2917,"Margaret","Cony","Margaret","Cony",,,,"Female",,0,0,,"P_ST_820","Kirkwall","Orkney",,,,,,,,,"Unable_to_modernise_the_surname.","jhm","06_17_02_16:41:15","jhm","11_12_02_15:40:50"
"A_JO_2918","JO",2918,"Margaret","Greeg","Margaret","Greg",,,,"Female",,0,0,,"P_ST_1425","North_Isles","Orkney",,,,,,,,,"Noted_as_a_stranger_in_the_kirk_session_records_so_may_have_been_a_vagabond_bu_no_details.","jhm","06_19_02_15:34:12","LEM","10_31_02_12:50:10"
"A_JO_2919","JO",2919,"Helen","Stewart","Helen","Stewart",,,,"Female",,0,0,,,"Shetland","Shetland",,,,,,,,,"No_date_but_sometimes_in_the_mid-seventeeth_century.","jhm","06_19_02_16:16:35","jhm","06_19_02_16:17:22"
"A_JO_2920","JO",2920,"Helen","Mitchell","Helen","Mitchell",,,,"Female",,0,0,,"P_ST_1077","Dunblane","Stirling",,,,,,,,,,"jhm","06_26_02_12:16:16","jhm","06_26_02_14:15:49"
"A_JO_2921","JO",2921,"Issobell","Watsonne","Isobel","Watson",,,,"Female",23,0,0,,"P_ST_914","Auchterarder","Stirling",,,,,,"Married",,,"The_presbytery_records_are_from_Stirling_but_the_accused_seems_to_have_come_from_Glendevon,_which_is_in_Auchterarder_presbytery._Entry_recorded_her_age_as_iiixx,_?23._She_also_said_she_had_moved_about_quite_a_but_from_Methill_to_Perth,_then_Glendevon.","jhm","06_27_02_14:24:03","jhm","06_27_02_14:28:27"
"A_JO_2922","JO",2922,"Marion","McNab","Marion","MacNab",,,,"Female",,0,0,,"P_ST_1150","Dunblane","Stirling",,,,,,"Married",,,"Recorded_in_Stirling_presbytery_records_but_parish_is_in_Dunblane_presbytery._There_is_another_Marion_McNab_from_Stirling_(C_EGD_2399)_from_1649._Difference_in_dates_suggest_a_different_person.","jhm","06_27_02_15:20:34","LEM","10_31_02_12:40:32"
"A_JO_2923","JO",2923,"Margaret","Murray","Margaret","Murray",,,,"Female",,0,0,,"P_ST_815","Elgin","Elgin","Elgin",,,,,,,,,"jhm","06_28_02_09:51:57","LEM","11_12_02_17:15:26"
"A_JO_2924","JO",2924,"Janet","Cant","Janet","Cant",,,,"Female",,0,0,,"P_JO_3542","Linlithgow","Linlithgow","Queensferry",,,,,,,,,"jhm","06_28_02_10:01:19","jhm","06_28_02_10:02:18"
"A_JO_2925","JO",2925,"Janet","Stevin","Janet","Steven",,,,"Female",,0,0,,"P_JO_3542","Linlithgow","Linlithgow","Queensferry",,,,,,,,,"jhm","06_28_02_10:04:43","LEM","10_31_02_12:38:08"
"A_JO_2926","JO",2926,"Agnes","Lauson","Agnes","Lawson",,,,"Female",,0,0,,"P_JO_3542","Linlithgow","Linlithgow","Queensferry",,,,,,,,"also_spelt_Lasoun.","jhm","06_28_02_10:09:05","LEM","09_03_02_13:23:20"
"A_JO_2927","JO",2927,"Christian","Stevin","Christine","Steven",,,,"Female",,0,0,,"P_ST_730","Linlithgow","Linlithgow",,,,,,,,,"May_have_been_from_Dalmeny_as_named_as_a_witch_by_people_from_there,_but_details_found_in_Queensferry_South_Old_kirk_session_records.","jhm","06_28_02_14:03:14","LEM","10_31_02_12:35:59"
"A_JO_2928","JO",2928,"Margaret","Crawfurd","Margaret","Crauford",,,,"Female",,0,0,,"P_ST_740","Falkirk","Stirling",,,,,,,,,"The_entry_was_in_Stirling_presbytery_records_as_Denny_was_in_Stirling_presbytery_until_1601.","jhm","06_28_02_14:35:25","LEM","10_31_02_12:34:28"
"A_JO_2929","JO",2929,"Isdobell","Murray","Isobel","Murray",,,,"Female",,0,0,,"P_ST_1079","Dunblane","Stirling",,,,,,,,,"Appears_to_have_been_from_Kincardine-in-Menteith_as_noted_as_having_been_tried_there.","jhm","06_28_02_14:58:09","jhm","06_28_02_15:00:27"
"A_JO_2930","JO",2930,"Issoble","Garner","Isobel","Garner",,,,"Female",45,1,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,"Claimed_she_met_the_devil_20_years_before_(20+25=45)","jhm","07_02_02_09:11:45","jhm","09_26_02_12:41:16"
"A_JO_2931","JO",2931,"Jonet","Boswell","Janet","Boswell",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,,"jhm","07_02_02_09:24:27","jhm","07_02_02_09:24:58"
"A_JO_2932","JO",2932,"Katherine","Potter","Katherine","Potter",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,,"jhm","07_02_02_09:33:20","jhm","07_02_02_09:33:44"
"A_JO_2933","JO",2933,"Jonet","Lodge","Janet","Lodge",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,,"jhm","07_02_02_09:42:35","jhm","07_02_02_09:42:57"
"A_JO_2934","JO",2934,"Elspet","Symsone","Elizabeth","Simpson",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,,"jhm","07_02_02_09:51:22","jhm","09_26_02_13:04:41"
"A_JO_2935","JO",2935,"Jonet","Burt","Janet","Burt",,,,"Female",40,1,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,"15_years_before_was_accused_of_causing_malefice_sickness_(15+25=40)","jhm","07_02_02_09:57:21","jhm","09_26_02_13:07:47"
"A_JO_2936","JO",2936,"Jon","Quhyt","John","White",,,,"Male",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,,"jhm","07_02_02_10:10:46","jhm","07_02_02_10:11:17"
"A_JO_2937","JO",2937,"Margaret","Young","Margaret","Young",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,"Possibly_the_same_as_Margaret_Young_C_EGD_1299.","jhm","07_02_02_10:16:24","jhm","09_17_02_13:46:59"
"A_JO_2938","JO",2938,"Cristin","Crystie","Christine","Christie",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,,"jhm","07_02_02_10:21:12","LEM","10_31_02_12:09:50"
"A_JO_2939","JO",2939,"Cristal","Ballath","Crystal","Ballath",,,,"Female",,0,0,,"P_ST_1218","Brechin","Forfar",,,,,,,,,"Writing_very_bad_so_?name.","jhm","07_02_02_13:57:18","LEM","10_31_02_12:08:39"
"A_JO_2940","JO",2940,"Catherine","Watson","Katherine","Watson",,,,"Female",,0,0,,"P_ST_1478","Earlston",,,,,,,"Married",,,,"jhm","07_02_02_15:33:01","LEM","10_31_02_12:06:13"
"A_JO_2941","JO",2941,"Catherin","Kello","Katherine","Kello",,,,"Female",,0,0,,"P_ST_741","Stirling","Stirling",,,,,,"Married",,,,"jhm","07_03_02_10:57:50","LEM","12_05_02_14:25:17"
"A_JO_2942","JO",2942,"Jonet","Crawfurd","Janet","Crauford",,,,"Female",,0,0,,"P_ST_741","Stirling","Stirling",,,,,,,,,,"jhm","07_03_02_11:02:44","LEM","10_31_02_11:59:19"
"A_JO_2943","JO",2943,"Andro","McJohn","Andrew","MacJohn",,,,"Male",,0,0,,"P_ST_1351","Dunblane","Stirling",,,,,,,,,"The_note_concerning_his_case_was_in_Stirling_presbytery_records_but_he_seems_to_have_come_from_Port_of_Menteith_in_Dunblane_presbytery.","jhm","07_03_02_11:35:10","LEM","10_31_02_11:56:53"
"A_JO_2944","JO",2944,"Helen","Nicoll","Helen","Nicol",,,,"Female",,0,0,"Jushie",,"Stirling","Stirling",,,,,,"Married",,,,"jhm","07_03_02_13:42:20","LEM","10_31_02_11:55:57"
"A_JO_2945","JO",2945,"Issobell","Atkine","Isobel","Aiken",,,,"Female",,0,0,"Jushie",,"Stirling","Stirling",,,,,,,,,,"jhm","07_03_02_13:46:32","LEM","10_31_02_11:55:00"
"A_JO_2946","JO",2946,"Marion","Mathie","Marion","Mathie",,,,"Female",,0,0,,"P_ST_1473","Stirling","Stirling","Stirling",,,,,,"Middling",,"Recorded_as_an_indweller_in_Stirling.","jhm","07_03_02_15:19:52","jhm","11_11_02_12:24:34"
"A_JO_2947","JO",2947,"Helen","Keir","Helen","Ker",,,,"Female",55,1,0,,"P_ST_610","Stirling","Stirling",,,,,,,,,"Suspected_of_being_a_witch_for_30_years_(30+25=55)","jhm","07_03_02_15:45:31","LEM","10_31_02_11:52:29"
"A_JO_2948","JO",2948,"Sybilla","Drummond","Sybil","Drummond",,,,"Female",,0,0,,"P_ST_779","Dunblane","Stirling",,,,,,,,,,"jhm","07_04_02_14:11:11","LEM","10_31_02_11:49:53"
"A_JO_2949","JO",2949,"Kathrine","Kay","Katherine","Kay",,,,"Female",,0,0,,"P_ST_443","Stirling","Clackmannan",,,,,,"Single",,,"might_be_young_and_unmarried,_described_as_a_'bonnie_lass'.","jhm","07_04_02_14:29:20","LEM","07_18_02_10:34:34"
"A_JO_2950","JO",2950,"Beak","Taiss","Beak","Tais",,,,,,0,0,"Burnside_of_Logie",,"Aberdeen","Aberdeen",,,,,,,,,"Name_also_spelt_as_Tawis.","jhm","07_09_02_12:09:20","LEM","10_31_02_11:42:42"
"A_JO_2951","JO",2951,"Margrat","Cleraucht","Margaret","Clerach",,,,"Female",,0,0,,,"Aberdeen","Aberdeen",,,,,,,"Very_Poor","Servant",,"jhm","07_09_02_12:25:22","LEM","12_06_02_12:24:59"
"A_JO_2952","JO",2952,"Jonet","Cleraucht","Janet","Clerach",,,,"Female",,0,0,,,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_09_02_13:34:05","LEM","10_31_02_11:01:15"
"A_JO_2953","JO",2953,"Elspet","Smith","Elizabeth","Smith",,,,"Female",,0,0,"Tullilair","P_ST_582","Aberdeen","Aberdeen",,,,,,"Married",,,,"jhm","07_09_02_14:24:08","LEM","10_31_02_11:00:35"
"A_JO_2954","JO",2954,"Margret","Reauch","Margaret","Riach",,,,"Female",,0,0,"woodfeidhill","P_ST_582","Aberdeen","Aberdeen",,,,,,,,,"This_may_be_the_same_as_Margaret_Reoch_C_EGD_868.","jhm","07_09_02_14:34:19","LEM","10_31_02_10:57:35"
"A_JO_2955","JO",2955,"Elspet","Findley","Elizabeth","Finlay",,,,"Female",,0,0,"Blelak",,"Aberdeen","Aberdeen",,,,,,,,,"Possibly_same_one_who_consulted_Tibbie_Smart_in_1586,_c_la_3140","jhm","07_09_02_14:41:18","LEM","10_31_02_10:56:49"
"A_JO_2956","JO",2956,"Agnes","Fren","Agnes","Frame","Frem",,,"Female",,0,0,,"P_ST_1190","Kincardine_O'Neil","Aberdeen",,,,,,,,,,"jhm","07_09_02_14:44:26","jhm","09_05_02_15:28:56"
"A_JO_2957","JO",2957,"Kathrene","Fernsche","Katherine","French",,,,"Female",33,1,0,,"P_ST_581","Kincardine_O'Neil","Aberdeen",,,,,,,,,"25+8=33.
From_the_parish_of_Coldstone_and_Logie-Mar.","jhm","07_09_02_14:59:28","LEM","10_31_02_10:53:17"
"A_JO_2958","JO",2958,"Alexander","Scott","Alexander","Scott",,,,"Male",,0,0,,"P_ST_658","Edinburgh","Edinburgh",,,,,,"Married","Lower","Weaver",,"jhm","07_11_02_13:00:44","jhm","11_13_02_14:23:42"
"A_JO_2959","JO",2959,"Malie","Paterson","Malie","Paterson",,,,"Female",,0,0,,"P_ST_658","Edinburgh","Edinburgh",,,,,,,,,,"jhm","07_11_02_13:03:35","jhm","07_11_02_13:04:00"
"A_JO_2960","JO",2960,"Cathrin","Vas","Katherine","Vass",,,,"Female",,0,0,,"P_ST_658","Edinburgh","Edinburgh",,,,,,,,,,"jhm","07_11_02_13:06:11","LEM","10_31_02_10:51:23"
"A_JO_2961","JO",2961,"James","Cowingtoun","James","Covington",,,,"Male",,0,0,,"P_ST_1369","Edinburgh","Edinburgh",,,,,,,,,,"jhm","07_11_02_13:08:34","LEM","10_31_02_10:50:33"
"A_JO_2962","JO",2962,"James","Gray","James","Gray",,,,"Male",,0,0,"Overgogar","P_ST_658","Edinburgh","Edinburgh",,,,,,,,,,"jhm","07_11_02_13:10:16","jhm","07_11_02_13:10:50"
"A_JO_2963","JO",2963,"Walter","Crawford","Walter","Crauford",,,,"Male",,0,0,"Gogarstone","P_ST_658","Edinburgh","Edinburgh",,,,,,,,,,"jhm","07_11_02_13:12:40","LEM","10_31_02_10:49:28"
"A_JO_2964","JO",2964,"Marion","Ronnald","Marion","Ronald",,,,"Female",,0,0,,"P_ST_658","Edinburgh","Edinburgh",,,,,,,,,,"jhm","07_11_02_13:23:39","LEM","10_31_02_10:48:46"
"A_JO_2965","JO",2965,"Christian","Gibb","Christine","Gibb",,,,"Female",,0,0,,"P_ST_659","Edinburgh","Edinburgh",,,,,,,,,,"jhm","07_11_02_13:27:30","LEM","10_31_02_10:47:38"
"A_JO_2966","JO",2966,"Margaret","Coul","Margaret","Coull",,,,"Female",,0,0,,,"Dundee","Forfar",,,,,,,,,"No_details_about_accusations._No_commission_issued_but_the_presbytery_banished_the_suspect.","jhm","07_16_02_10:02:05","LEM","10_31_02_10:46:10"
"A_JO_2967","JO",2967,"James","Og","James","Ogg",,,,"Male",30,1,0,,"P_ST_1190","Kincardine_O'Neil","Aberdeen",,,,,,,,,"25_+_5_=30_years._Accustions_go_bac_5_years.","jhm","07_18_02_08:57:36","jhm","07_18_02_09:15:45"
"A_JO_2968","JO",2968,"Elspet","Strachund","Elizabeth","Strachan",,,,"Female",,0,0,"Warthill","P_ST_1190","Kincardine_O'Neil","Aberdeen",,,,,,,,,,"jhm","07_18_02_09:33:35","LEM","10_30_02_16:45:18"
"A_JO_2969","JO",2969,"Christiane","Arcly","Christine","Arklay",,,,"Female",,0,0,,,"Kincardine_O'Neil","Aberdeen",,,,,,,,,,"jhm","07_18_02_11:06:15","LEM","10_30_02_16:43:32"
"A_JO_2970","JO",2970,"Elspeth","Murry","Elizabeth","Murray",,,,"Female",,0,0,,,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_18_02_12:10:41","LEM","10_30_02_16:40:32"
"A_JO_2971","JO",2971,"Janet","Ingram","Janet","Ingram",,,,"Female",,0,0,"West_Burn","P_ST_496","Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_18_02_16:29:23","jhm","07_18_02_16:32:37"
"A_JO_2972","JO",2972,"Elspeth","Davidson","Elizabeth","Davidson",,,,"Female",,0,0,,,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_18_02_16:47:09","LEM","10_30_02_16:31:40"
"A_JO_2973","JO",2973,"Elspeth","Henderson","Elizabeth","Henderson",,,,"Female",,0,0,,,"Aberdeen","Aberdeen",,,,,,,,,,"jhm","07_18_02_17:08:20","LEM","10_30_02_16:31:14"
